	contig_id	contig_name	contig_length	id	label	chromosome.Acidobacteria	chromosome.Actinobacteria	chromosome.Bacteroidetes	chromosome.Chlamydiae	chromosome.Chlorobi	chromosome.Chloroflexi	chromosome.Cyanobacteria	chromosome.DeinococcusThermus	chromosome.Firmicutes	chromosome.Fusobacteria	chromosome.Nitrospirae	chromosome.other	chromosome.Planctomycetes	chromosome.Proteobacteria	chromosome.Spirochaetes	chromosome.Tenericutes	chromosome.Thermotogae	chromosome.Verrucomicrobia	plasmid.Actinobacteria	plasmid.Bacteroidetes	plasmid.Chlamydiae	plasmid.Cyanobacteria	plasmid.DeinococcusThermus	plasmid.Firmicutes	plasmid.Fusobacteria	plasmid.other	plasmid.Proteobacteria	plasmid.Spirochaetes
182	182	contig_183	3381	2	chromosome.unclassified	0.00102322269231081	1.2670391242863843e-06	0.16796976327896118	0.0022943809162825346	0.009278888814151287	0.025431586429476738	0.0002667923690751195	0.0024810151662677526	3.055673005292192e-06	0.00010793437104439363	0.0007721224683336914	0.003895361674949527	0.0006010195938870311	0.39197292923927307	0.09733042865991592	7.975407243066002e-06	0.0008000279194675386	0.001768817543052137	7.499689758105887e-08	0.07754895836114883	0.0007440925110131502	0.0012985289795324206	0.0007809484377503395	8.113181024782534e-07	0.0001967041753232479	0.002699024975299835	0.21063490211963654	8.931131014833227e-05
183	183	contig_184	3376	13	chromosome.unclassified	0.006913393270224333	0.000253779609920457	0.009188096038997173	0.005368571262806654	0.06418278068304062	0.014159527607262135	7.67069504945539e-05	0.004217125475406647	0.001149847754277289	0.0005520342965610325	0.010437109507620335	0.08038607239723206	0.00132086593657732	0.5320510268211365	0.18135075271129608	1.2562692973006051e-05	0.004618840757757425	0.027760839089751244	8.790892934484873e-06	0.01285503339022398	0.0002660918398760259	0.00013628862507175654	0.000266443588770926	2.997711817442905e-05	0.0008050885517150164	0.00392537284642458	0.03767741471529007	2.960358870041091e-05
184	184	contig_185	3372	13	chromosome.Proteobacteria	0.0018545269267633557	0.00010755072435131297	0.00033156658173538744	0.0003153280995320529	0.012373545207083225	0.0024230375420302153	1.3859719729225617e-05	0.0009204882080666721	2.156516711693257e-05	5.058759415987879e-05	0.0023878414649516344	0.011474802158772945	0.00023728376254439354	0.7024025321006775	0.037009041756391525	9.554020152791054e-07	0.00016211891488637775	0.008585771545767784	1.1906730605915072e-06	0.001164694083854556	3.622025906224735e-05	2.8905872113682562e-06	1.826754305511713e-05	2.314179027962382e-06	9.525767382001504e-05	0.0008747588726691902	0.2171064168214798	2.5602375899325125e-05
185	185	contig_186	3361	13	chromosome.unclassified	0.011357761919498444	2.6570758564048447e-05	6.79077857057564e-05	5.836916170665063e-05	0.1616177260875702	0.020362496376037598	1.1101780046374188e-06	4.6306417061714455e-05	4.111470389034366e-06	2.5371734864165774e-06	0.0005755097372457385	0.007655943278223276	6.448290514526889e-05	0.6516233086585999	0.005145341623574495	8.422919250961058e-08	0.0006532271509058774	0.007724980358034372	1.0234530378738782e-07	7.090109284035861e-05	2.5384683794982266e-06	2.1310747797542717e-06	1.1278509646217572e-06	1.3589670722069513e-08	1.3720456081500743e-05	0.0002872482582461089	0.132634237408638	1.0791302429424832e-07
186	186	contig_187	3354	13	chromosome.Proteobacteria	0.0010931444121524692	0.00035657649277709424	0.007108743768185377	0.0012444985331967473	0.007992242462933064	0.008919085375964642	0.0002369015128351748	0.017037108540534973	3.4292000350433227e-07	0.00010756462143035606	0.0004473314620554447	0.006524557713419199	0.0002622828760650009	0.738696277141571	0.14713744819164276	4.453544079296989e-06	0.0007974622421897948	0.002080281963571906	1.3368636473387596e-06	0.0029223300516605377	0.00013088514970149845	5.2730832976521924e-05	0.0009308031876571476	3.084527270402759e-05	0.0001849355030572042	0.0011439324589446187	0.05420047044754028	0.0003554301802068949
187	187	contig_188	3346	26	unclassified.unclassified	0.0046084048226475716	0.0005283794016577303	0.2773419916629791	0.0036180659662932158	0.06625860929489136	0.007291391491889954	8.27071417006664e-05	0.001058851950801909	0.0010762939928099513	0.0005640448071062565	0.017929086461663246	0.02269464172422886	0.0016232699854299426	0.13431276381015778	0.04732467234134674	1.090424120775424e-05	0.006752721965312958	0.021627048030495644	0.00024170993128791451	0.12155074626207352	0.0003808557230513543	8.292236452689394e-05	0.00033578756847418845	0.002956041367724538	0.0012122109765186906	0.01706044375896454	0.24146591126918793	9.47170610743342e-06
188	188	contig_189	3287	13	chromosome.unclassified	0.07841989398002625	0.09858343005180359	0.0005224781925790012	0.0004995163762941957	0.011620737612247467	0.09066638350486755	0.0005476377555169165	0.011243161745369434	0.00026156040257774293	3.3695436286507174e-05	0.002733032451942563	0.030446773394942284	0.0015702140517532825	0.36488988995552063	0.07291261106729507	8.675913818478875e-07	0.00025887213996611536	0.028231794014573097	0.000359270372428	0.0032454056199640036	6.043810208211653e-05	0.00013065074745099992	0.0008361174841411412	9.608926347937086e-07	9.63520651566796e-05	0.008230763487517834	0.19357214868068695	2.532346115913242e-05
189	189	contig_190	3271	2	unclassified.unclassified	0.000644469284452498	0.0005041570984758437	0.5011720061302185	0.002456673188135028	0.015578056685626507	0.0014531874330714345	1.4505654689855874e-05	0.00028617132920771837	0.0008206185302697122	0.0004474047163967043	0.00295639899559319	0.008271126076579094	0.00017687493527773768	0.01317667867988348	0.022754782810807228	1.7388569176546298e-05	0.005915746092796326	0.0033123577013611794	1.5383899153675884e-05	0.10871324688196182	0.0003505513595882803	4.424491271493025e-05	9.881635924102738e-05	0.029629318043589592	0.0007936835172586143	0.004564226604998112	0.27578508853912354	4.6711811592103913e-05
190	190	contig_191	3205	26	plasmid.Proteobacteria	0.0009837716352194548	1.1694891327351797e-05	0.008909819647669792	0.0013836435973644257	0.031129995360970497	0.006348783615976572	7.525810360675678e-06	0.00034546575625427067	2.5644544621172827e-07	1.437392711522989e-05	0.0008410136797465384	0.003454150864854455	0.0003718450025189668	0.13003189861774445	0.044857773929834366	5.957407438472728e-07	0.0017475401982665062	0.0030952005181461573	5.026746293879114e-06	0.0021455828100442886	0.0003084295312874019	0.00026629058993421495	7.853010174585506e-05	3.5638786357594654e-05	8.710104884812608e-05	0.0058494675904512405	0.7576841711997986	4.4722801249008626e-06
191	191	contig_192	3202	26	plasmid.Proteobacteria	4.260169589542784e-05	0.0006410562200471759	1.5576474652334582e-06	5.933452030149056e-06	0.00014832821034360677	3.733400080818683e-05	2.2812083955159324e-07	2.3681907634909294e-07	0.0007749087526462972	1.9510524396082474e-07	7.73668652982451e-05	0.00015823794819880277	6.9126285779930186e-06	0.15621820092201233	4.667003395297797e-06	4.3191395349140294e-08	2.8168649350845953e-06	0.00016847685037646443	1.4177111552271526e-05	7.25036272797297e-07	4.779799951393215e-07	5.235605726738868e-07	5.36163753395158e-08	0.00029280161834321916	1.3270555427880026e-06	0.00012378462997730821	0.8412769436836243	9.6277252836785e-10
192	192	contig_193	3197	2	unclassified.unclassified	0.0021801430266350508	0.0019021662883460522	0.3040933310985565	0.0014519422547891736	0.010002306662499905	0.002842343645170331	1.1273023119429126e-05	0.0014935405924916267	0.0005660640890710056	0.0006656727637164295	0.005087038967758417	0.050985436886548996	0.0004738254065159708	0.03051651082932949	0.23407350480556488	5.384881660575047e-06	0.02165372110903263	0.007303963880985975	9.717929788166657e-05	0.259678453207016	0.00027112095267511904	2.3565809897263534e-05	0.0003836872929241508	0.004918061196804047	0.0013509065611287951	0.015474260784685612	0.04132293537259102	0.0011716330191120505
193	193	contig_194	3196	5	chromosome.unclassified	0.03331824764609337	0.00027814641362056136	0.00650973804295063	0.0016058230539783835	0.013262290507555008	0.350427508354187	0.01303959172219038	0.046052753925323486	9.050314110936597e-05	4.45584773842711e-05	0.0017120832344517112	0.011781759560108185	0.0016720019048079848	0.1415308266878128	0.08533389121294022	1.5337881222876604e-06	0.00018075596017297357	0.01178604643791914	0.00010455615120008588	0.11530963331460953	0.00024657478206790984	0.08100593090057373	0.022846946492791176	2.7428256998973666e-07	9.421395225217566e-05	0.006615171208977699	0.05506528541445732	8.329944830620661e-05
194	194	contig_195	3166	2	chromosome.unclassified	0.0016382544999942183	4.707463085651398e-05	0.09624159336090088	0.007442908827215433	0.057186439633369446	0.007271365728229284	0.0009412197396159172	0.0062255156226456165	0.004475595895200968	0.003131893230602145	0.004152378533035517	0.1118260845541954	0.0007150585297495127	0.41483280062675476	0.13248580694198608	0.00014386845577973872	0.022898107767105103	0.011387028731405735	9.034643539962417e-07	0.05716649815440178	0.0003526858054101467	0.00010196497896686196	0.0004597387742251158	0.0007221345440484583	0.004308091010898352	0.0033042028080672026	0.050504591315984726	3.619864583015442e-05
195	195	contig_196	3134	13	chromosome.Proteobacteria	0.00206359033472836	0.00023271143436431885	0.003133203135803342	0.0016319934511557221	0.019455384463071823	0.003459315048530698	0.0003281136741861701	0.00021982478210702538	0.00015130927204154432	0.00017310136172454804	0.004401837009936571	0.01046984363347292	0.0005830790032632649	0.7819598317146301	0.035055626183748245	8.507210623065475e-06	0.0009136363514699042	0.007768930401653051	4.340940904512536e-06	0.001959884073585272	0.00031155638862401247	0.00022892285778652877	1.613017411727924e-05	2.764795317489188e-05	0.0002553266822360456	0.004567577503621578	0.12055646628141403	6.2227038142737e-05
196	196	contig_197	3103	2	chromosome.Bacteroidetes	0.0009112893021665514	0.0003792024217545986	0.8591682314872742	0.0002648964582476765	0.014009270817041397	0.001166843925602734	3.422974941713619e-06	0.00025444524362683296	0.00012102344771847129	0.00011766044917749241	0.002458730014041066	0.018323931843042374	7.027947140159085e-05	0.005160029511898756	0.02838124893605709	1.1229926712985616e-06	0.0006015122053213418	0.003638804191723466	6.621348802582361e-07	0.05472634360194206	2.9801989512634464e-05	5.56619443159434e-06	1.664418596192263e-05	6.592160934815183e-05	0.00012655946193262935	0.0005852887406945229	0.00940394215285778	7.3401606641709805e-06
197	197	contig_198	3092	13	chromosome.unclassified	0.00380497588776052	0.00017082814883906394	0.0038994571659713984	0.029659099876880646	0.01678255759179592	0.00515679782256484	0.0025281356647610664	0.0013577337376773357	0.0124655244871974	0.0028847146313637495	0.024119526147842407	0.06293214112520218	0.012126363813877106	0.5075351595878601	0.08799955248832703	0.001686244155280292	0.012357711791992188	0.07401958107948303	6.084212873247452e-05	0.02754000388085842	0.0038399070035666227	0.0009041808662004769	0.00026758669991977513	0.01066125463694334	0.003136874409392476	0.03508046269416809	0.05679970979690552	0.00022310909116640687
198	198	contig_199	3087	13	chromosome.Proteobacteria	0.0013675838708877563	0.0004537867789622396	2.205475902883336e-05	2.0243356630089693e-05	0.07987653464078903	0.0035278256982564926	5.008018320040719e-07	9.077392314793542e-05	6.019514330546372e-06	2.01253465093032e-06	0.00012062061432516202	0.003874625079333782	1.5041649930935819e-05	0.8971735835075378	0.00677349790930748	5.7605614500744196e-08	3.690746598294936e-05	0.002479648683220148	8.012480634533858e-08	3.344360084156506e-05	1.412574533787847e-06	4.5827849248780694e-07	6.56948884625308e-07	9.806715439708569e-09	3.972984359279508e-06	2.561540350143332e-05	0.00409274036064744	3.504502217310801e-07
199	199	contig_200	3061	26	unclassified.Proteobacteria	2.3961159968166612e-05	8.909196367312688e-06	0.0010089707793667912	0.0010152546456083655	0.0007798586157150567	0.0001091322410502471	3.4955421597260283e-06	2.077592625937541e-06	0.09778798371553421	9.083037730306387e-05	0.0024377796798944473	0.0014131702482700348	0.00010584609844954684	0.228820338845253	0.00011489880125736818	0.00016790296649560332	0.0004569971060846001	0.0007935151807032526	6.394498655026837e-07	0.0007596264476887882	0.00015247690316755325	2.668501292646397e-05	2.0587872313626576e-06	0.11200326681137085	0.00016469601541757584	0.0014467191649600863	0.5503027439117432	1.266562463797527e-07
200	200	contig_201	3039	2	unclassified.unclassified	0.0021015384700149298	5.453225094242953e-05	0.29908737540245056	0.0027684764936566353	0.017198937013745308	0.0009014998213388026	3.916868990927469e-06	2.3621178115718067e-05	0.0003355098597239703	0.0004975740448571742	0.00506017729640007	0.02101723663508892	0.00041837606113404036	0.0016196734504774213	0.008237957023084164	2.279082309541991e-06	0.065000019967556	0.0022600707598030567	3.3819335385487648e-06	0.07781433314085007	0.0004956398042850196	2.423616206215229e-05	4.217600144329481e-05	0.010596790350973606	0.002407918218523264	0.00538736442103982	0.4766370952129364	2.323835133211105e-06
201	201	contig_202	3038	13	chromosome.Proteobacteria	6.593026773771271e-05	0.001495998352766037	2.1572346668108366e-05	3.4771084756357595e-05	0.019306007772684097	9.807889728108421e-05	3.514683157845866e-07	1.200128099299036e-05	0.0203340295702219	6.9095890466996934e-06	0.00031297438545152545	0.004372347611933947	9.003451850730926e-06	0.7747810482978821	0.0009390657651238143	5.650654202327132e-07	0.0001975780032807961	0.0014777440810576081	1.0744034995013862e-07	5.925724690314382e-05	6.078458682168275e-06	1.0867851187867927e-06	9.135382583735918e-07	0.018707437440752983	1.3822312212141696e-05	0.00010113242751685902	0.15764330327510834	7.923538873910729e-07
202	202	contig_203	3031	13	chromosome.Proteobacteria	0.00011448841542005539	5.047142622061074e-05	2.9249997169245034e-05	6.872311496408656e-05	0.0016904709627851844	0.006480188574641943	5.819928992423229e-05	0.0019224275602027774	2.057652004339161e-08	7.698134254496836e-07	2.1324258341337554e-05	0.0010338396532461047	3.3521271689096466e-05	0.9426479935646057	0.02763887494802475	1.762776520308762e-07	4.898268343822565e-06	0.00031433883123099804	4.035941358893069e-08	2.7625696020550095e-05	1.2011303624603897e-05	0.00011959198309341446	0.00012644664093386382	1.1436586078161781e-07	2.0099284938623896e-06	3.888908395310864e-05	0.017562974244356155	2.9025645176261605e-07
203	203	contig_204	3025	13	chromosome.Proteobacteria	0.0003509906819090247	0.00012709460861515254	2.9865047963539837e-06	1.594398054294288e-05	0.0003248787543270737	0.003977603744715452	0.0001917090849019587	0.001642608200199902	2.467951842888283e-09	1.0154784604310407e-06	4.2747531551867723e-05	0.0001619053800823167	0.0001410307304468006	0.8348649144172668	0.0018768081208691	2.1746775757947034e-07	3.4376841995253926e-06	0.0003526629589032382	8.311442070407793e-05	0.00017264873895328492	1.0988257599819917e-05	0.00029873577295802534	0.00014764007937628776	3.0492256541947427e-07	2.4438631953671575e-06	0.0007257582619786263	0.15446829795837402	1.1433469808252994e-05
204	204	contig_205	3017	13	chromosome.unclassified	0.006932556163519621	0.004572692327201366	0.0006667739362455904	0.0005223811604082584	0.00850632693618536	0.058690279722213745	5.765544483438134e-05	0.00017741289047989994	0.15285879373550415	0.00010225296864518896	0.0018014368833974004	0.036280665546655655	0.00011118126712972298	0.6850557923316956	0.012414981611073017	1.8254495444125496e-06	0.00018758210353553295	0.01445260364562273	8.441364229838655e-07	0.009079012088477612	6.098890025896253e-06	9.95290156424744e-06	7.814915989001747e-06	1.6923087287068483e-06	0.0001482075749663636	0.000672024383675307	0.0066796098835766315	1.4891262480887235e-06
205	205	contig_206	2994	13	chromosome.unclassified	0.018488937988877296	0.0217807088047266	0.0058585782535374165	0.0005035846843384206	0.14789347350597382	0.039034027606248856	1.2253583008714486e-05	0.0005020140088163316	1.8835949958884157e-05	2.1813944840687327e-05	0.0017278975574299693	0.010578335262835026	0.00041505004628561437	0.5135931372642517	0.021925240755081177	1.4713760947415722e-06	0.00023089633032213897	0.010517279617488384	3.2355059374822304e-05	0.005408542696386576	5.905039142817259e-05	0.00010637217928888276	2.241885340481531e-05	1.4832054375801818e-06	4.0563030779594555e-05	0.002009668620303273	0.19919657707214355	1.947471173480153e-05
206	206	contig_207	2983	13	chromosome.Proteobacteria	6.517201836686581e-05	6.385068263625726e-05	0.00016984772810246795	4.163133053225465e-05	0.0007970203296281397	0.0005037310183979571	5.859088560100645e-06	1.0346911039960105e-05	1.048770354827866e-05	5.854579285369255e-06	7.210909825516865e-05	0.0007101490045897663	1.5237578736559954e-05	0.8974189758300781	0.0003236264456063509	2.9494749469449744e-06	1.0272692634316627e-05	0.00038047716952860355	9.788573152036406e-08	0.00010743038728833199	8.340056410816032e-06	7.056241429381771e-06	4.358497847078979e-07	1.9363876617717324e-06	6.484156983788125e-06	0.00015502037422265857	0.09910062700510025	4.942137820762582e-06
207	207	contig_208	2954	13	unclassified.unclassified	0.015789270401000977	5.538127152249217e-05	0.004502627998590469	0.002058698097243905	0.010589949786663055	0.10017699003219604	0.006079258397221565	0.01604979857802391	1.969986215044628e-06	9.472121018916368e-05	0.0015923911705613136	0.019654104486107826	0.004328323993831873	0.08865822106599808	0.2280586212873459	6.884865797474049e-06	0.0005703897913917899	0.0073746065609157085	0.0001966149575309828	0.14855052530765533	0.0004891415010206401	0.011895596981048584	0.006106349173933268	3.269825174356811e-05	0.00016975204925984144	0.008623029105365276	0.3182079493999481	8.61920925672166e-05
208	208	contig_209	2949	13	chromosome.unclassified	0.01069225650280714	0.0016202618135139346	0.02591562457382679	0.04997822642326355	0.0677604004740715	0.07114388793706894	0.002104825107380748	0.0022386531345546246	0.009612316265702248	0.0017603152664378285	0.014186877757310867	0.07854978740215302	0.006520397961139679	0.28058767318725586	0.07339731603860855	0.00023588498879689723	0.01978631503880024	0.04618464782834053	8.379221071663778e-06	0.15268371999263763	0.001930993515998125	0.004179583862423897	0.0006858110427856445	0.0004983726539649069	0.001724793459288776	0.016865069046616554	0.05890309810638428	0.0002444701094646007
209	209	contig_210	2947	13	unclassified.unclassified	0.002362798200920224	0.0009805416921153665	0.008098257705569267	0.00023469085863325745	0.0010028608376160264	0.017164641991257668	0.00012272485764697194	0.0020600769203156233	6.549389945575967e-05	7.063149041641736e-06	0.0002447079459670931	0.005027224775403738	0.0010898396139964461	0.33039942383766174	0.06946562230587006	3.5007579413104395e-07	0.0001310857041971758	0.0012568255187943578	1.828279891924467e-06	0.24669121205806732	0.00011159456335008144	0.000895721314009279	0.0013687113532796502	9.59161297942046e-06	2.022147054958623e-05	0.003781279781833291	0.3073787987232208	2.6841016733669676e-05
210	210	contig_211	2924	13	unclassified.unclassified	0.011914637871086597	0.006194511894136667	0.040745459496974945	0.011189975775778294	0.02900952659547329	0.02044857107102871	0.0022752226796001196	0.0063315220177173615	0.000573252618778497	0.0007523348904214799	0.011541339568793774	0.033210042864084244	0.009279041551053524	0.09476086497306824	0.19822180271148682	0.00010981855302816257	0.006617891136556864	0.029820656403899193	0.00026554710348136723	0.42461928725242615	0.0019476361339911819	0.0027442395221441984	0.0023209324572235346	0.00647813081741333	0.000971261877566576	0.026701301336288452	0.01973992958664894	0.0012152580311521888
211	211	contig_212	2921	7	chromosome.unclassified	0.03975250944495201	0.00029627850744873285	0.002269510645419359	0.009383060969412327	0.0069721960462629795	0.16717378795146942	0.05061317980289459	0.08392751216888428	0.010922402143478394	0.00022219032689463347	0.0029306411743164062	0.02103150635957718	0.009956151247024536	0.2599344253540039	0.0916522666811943	1.0638906132953707e-05	0.0013391529209911823	0.01610732637345791	3.301661854493432e-05	0.15923862159252167	0.00038937883800826967	0.017706550657749176	0.040050093084573746	8.661323249725683e-07	0.00016915262676775455	0.007105571683496237	0.0007759756990708411	3.606648533605039e-05
212	212	contig_213	2907	8	unclassified.unclassified	0.01242626179009676	0.009010602720081806	0.007171349599957466	0.013232715427875519	0.014100596308708191	0.043033450841903687	0.02355043590068817	0.0016659192042425275	0.17638897895812988	0.0008308912510983646	0.008939704857766628	0.03524155542254448	0.007944886572659016	0.27570968866348267	0.022425344213843346	0.0007317694253288209	0.002536644460633397	0.032595593482255936	5.443817644845694e-05	0.06504622101783752	0.0008003432303667068	0.00926884263753891	0.0004160760436207056	0.00013307346671354026	0.0006232914747670293	0.026291584596037865	0.20975202322006226	7.77656096033752e-05
213	213	contig_214	2903	13	chromosome.Proteobacteria	0.0005298484466038644	5.942514690104872e-06	0.00017793641018215567	2.603200300654862e-05	0.006929730996489525	0.023607827723026276	3.146093149553053e-05	0.01576780527830124	2.2428368495752693e-08	1.4959283589632832e-06	1.2377960956655443e-05	0.00029039409128017724	5.6414851314912084e-06	0.9214060306549072	0.029959216713905334	3.8894572895742385e-08	4.059750153828645e-06	0.00020964548457413912	3.4133051940443693e-09	4.3090025428682566e-05	1.3833032426191494e-06	2.9007667308178497e-06	9.149592369794846e-05	2.5685523152851886e-10	2.333947122679092e-06	1.334301214228617e-05	0.0008793870802037418	5.178071660338901e-07
214	214	contig_215	2900	13	chromosome.unclassified	0.0002388438006164506	5.0502527301432565e-05	0.09273356199264526	0.007919460535049438	0.005023951176553965	0.008833841420710087	0.004482812713831663	0.0005395820480771363	0.00022017181618139148	0.0006965180509723723	0.00045868908637203276	0.001992484787479043	0.0002293891302542761	0.5621635317802429	0.013996114023029804	0.00043401378206908703	0.0007537732017226517	0.0020160572603344917	8.147885068865435e-07	0.024255303665995598	0.0012956233695149422	0.003918881993740797	4.182768680038862e-05	0.00010506139369681478	0.000781831331551075	0.0033152883406728506	0.2634177803993225	8.437535871053115e-05
215	215	contig_216	2898	23	plasmid.unclassified	8.195589629167443e-08	0.049685124307870865	0.004753375891596079	2.4434100851067342e-05	2.9023814931861125e-05	1.2096077171008801e-06	1.3162178902348387e-07	1.1006181743766774e-08	0.0015137476148083806	8.273941034531163e-07	2.8807220587623306e-05	7.829935930203646e-05	6.440478159674967e-07	0.05685878172516823	6.358893074320804e-07	8.252125553553924e-06	4.77848243463086e-06	2.41211037064204e-05	0.0007210548501461744	0.0003164235095027834	1.280770175071666e-05	1.1264436579949688e-05	3.423988870210337e-09	0.3572036921977997	1.1924526006623637e-06	2.2475884179584682e-05	0.528698742389679	2.473170646055678e-08
216	216	contig_217	2891	16	unclassified.unclassified	0.010593992657959461	5.3467851103050634e-05	0.010784872807562351	0.029591666534543037	0.014074535109102726	0.007863079197704792	0.002202965086326003	0.0014324848307296634	0.05197596922516823	0.0019354181131348014	0.014130692929029465	0.035896193236112595	0.016242653131484985	0.005482678767293692	0.0557108037173748	0.001426979899406433	0.05829938128590584	0.012976177968084812	1.3390807907853741e-05	0.14998634159564972	0.009267388842999935	0.0052040438167750835	0.003602130338549614	0.1313558965921402	0.0028586641419678926	0.06319644302129745	0.3034627437591553	0.00037897087167948484
217	217	contig_218	2887	13	unclassified.unclassified	6.188116094563156e-05	1.4071641771806753e-06	0.06298988312482834	0.0026315487921237946	0.006465322803705931	0.00018679224012885243	1.6193378542084247e-05	7.483439549105242e-05	0.087070994079113	0.002360773738473654	0.004559485241770744	0.009129539132118225	7.549602742074057e-05	0.18588511645793915	0.18763910233974457	0.0001969195291167125	0.0034783408045768738	0.0023960741236805916	1.3420963114185724e-06	0.004615392070263624	0.00020345723896753043	1.1594747775234282e-05	6.6948318817594554e-06	0.022831713780760765	0.003959569148719311	0.0031299421098083258	0.4034905433654785	0.006530067417770624
218	218	contig_219	2887	13	unclassified.unclassified	0.026580413803458214	9.770453470991924e-05	0.00021539705630857497	0.010004487819969654	0.008934530429542065	0.0690874233841896	0.05451870337128639	0.03740628436207771	2.163710860259016e-06	8.656012505525723e-05	0.006301498506218195	0.007654288318008184	0.02197766862809658	0.14376384019851685	0.047010261565446854	2.885676258301828e-05	0.0007950689177960157	0.03817879408597946	0.0001624208380235359	0.0029999788384884596	0.0017466498538851738	0.06265106797218323	0.05016224458813667	1.0249773367831949e-05	0.00014557070971932262	0.05312231555581093	0.3562026023864746	0.0001529423607280478
219	219	contig_220	2881	13	chromosome.unclassified	0.02787002921104431	0.009496227838099003	0.002552378224208951	0.009739027358591557	0.024259081110358238	0.05982539430260658	0.0046819350682199	0.013117891736328602	0.0001108981596189551	0.00025101739447563887	0.007592611014842987	0.03643527999520302	0.013446933589875698	0.5136468410491943	0.12085963040590286	2.9118367820046842e-05	0.004323701374232769	0.04847336187958717	0.00041570200119167566	0.020453138276934624	0.0012595817679539323	0.005832338239997625	0.005683362949639559	0.00012341381807345897	0.0004616465594153851	0.01738904044032097	0.05153581500053406	0.0001345808559563011
220	220	contig_221	2867	13	chromosome.unclassified	0.017307773232460022	4.6464905608445406e-05	0.0005954933003522456	0.0012806765735149384	0.04422176256775856	0.2792317569255829	0.0009385297889821231	0.0022182411048561335	1.0268780897604302e-05	4.470408384804614e-05	0.0019174503395333886	0.0054478719830513	0.0019190107705071568	0.49012771248817444	0.006089652422815561	3.9508322515757754e-06	0.0025540406350046396	0.011073936708271503	0.00022829037334304303	0.0017087688902392983	0.00013831473188474774	0.0017728983657434583	0.00038011150900274515	6.431895940295362e-07	9.017861884785816e-05	0.006432500202208757	0.12420976161956787	9.220768333761953e-06
221	221	contig_222	2856	13	unclassified.unclassified	0.0024845243897289038	0.004432213958352804	0.007545873522758484	0.0011688238009810448	0.01497510727494955	0.004558768589049578	6.222482625162229e-05	0.0004799738235305995	0.13929258286952972	0.0004799007729161531	0.005922146141529083	0.04983174428343773	0.00022180541418492794	0.3846488893032074	0.047246094793081284	9.741186659084633e-06	0.0007129281293600798	0.011758300475776196	9.887747182801832e-06	0.030333353206515312	3.5907214623875916e-05	2.7658590624923818e-05	3.974864011979662e-05	0.0008609158103354275	0.0005965012242086232	0.004470565356314182	0.2877896726131439	4.14706346418825e-06
222	222	contig_223	2845	19	unclassified.unclassified	0.0228072851896286	0.0006144096259959042	0.0798543319106102	0.009528961032629013	0.035855624824762344	0.04573877528309822	0.0012057138374075294	0.02352341264486313	0.0007884724182076752	0.0011236314894631505	0.014431323856115341	0.06367389112710953	0.003727416740730405	0.07065132260322571	0.2042076140642166	3.1444174965145066e-05	0.014150597155094147	0.025196800008416176	0.00020793282601516694	0.23347890377044678	0.0011478376109153032	0.001056657754816115	0.004134411923587322	0.0001260844146599993	0.002170870779082179	0.022883182391524315	0.11760400980710983	7.913331501185894e-05
223	223	contig_224	2843	13	chromosome.unclassified	4.9113190470961854e-05	0.020222365856170654	0.052168216556310654	0.00014435994671657681	0.006100888829678297	0.0007056104950606823	9.830943099586875e-07	2.3735789000056684e-05	0.0003872747765854001	9.87235671345843e-06	0.00014846738486085087	0.009475055150687695	9.173519174510147e-06	0.6934940814971924	0.01553345937281847	2.6396417069918243e-06	6.097422374296002e-05	0.0016646119765937328	3.655210775832529e-06	0.07256126403808594	1.60984000103781e-05	6.659491191385314e-06	1.778380124051182e-06	0.0034603921230882406	1.7706712242215872e-05	0.0001465029054088518	0.1235847994685173	2.7255597956354904e-07
224	224	contig_225	2838	13	chromosome.unclassified	0.1099926233291626	0.011239498853683472	0.00031478938763029873	0.0013709786580875516	0.012194533832371235	0.08641490340232849	0.000608507136348635	0.006005388218909502	0.00021629092225339264	6.0019981901859865e-05	0.003986493218690157	0.03284333273768425	0.005988192278891802	0.6317593455314636	0.025740094482898712	1.1800675565609708e-06	0.0013071214780211449	0.028041081503033638	0.0001658896217122674	0.0008839571964927018	3.933934567612596e-05	0.0002013803896261379	0.0017966044833883643	6.612919634108039e-08	0.00018727395217865705	0.011488295160233974	0.027150815352797508	1.9752765183511656e-06
225	225	contig_226	2834	13	chromosome.Proteobacteria	9.310716450272594e-06	3.9411850593751296e-05	6.879296415718272e-05	4.7813787205086555e-06	0.0010917974868789315	2.3786253223079257e-05	1.6541269687309068e-08	1.7872480384539813e-06	3.1163292533165077e-06	4.726837232738035e-07	1.2204955964989495e-05	0.00016707337636034936	1.0625470849845442e-06	0.9963694214820862	0.0006220823852345347	3.133821735445963e-08	3.2719324281060835e-06	6.668778223684058e-05	1.0313049081389636e-08	1.295640686294064e-05	7.526010108449555e-07	1.525831549997747e-07	2.1749983147856256e-08	1.4133634351765068e-07	8.952106895776524e-07	4.794136202690424e-06	0.001494537922553718	5.747097588937322e-07
