chrom	length	bases	mean	min	max
contig_309	2215	1814622	819.24	356	1279
contig_309_region	2215	1814622	819.24	356	1279
contig_310	2213	1820220	822.51	375	2565
contig_310_region	2213	1820220	822.51	375	2565
contig_311	2212	2309218	1043.95	230	1582
contig_311_region	2212	2309218	1043.95	230	1582
contig_312	2194	1146345	522.49	285	1346
contig_312_region	2194	1146345	522.49	285	1346
contig_313	2187	1797383	821.85	230	1518
contig_313_region	2187	1797383	821.85	230	1518
contig_314	2186	2889004	1321.59	342	1848
contig_314_region	2186	2889004	1321.59	342	1848
contig_315	2182	2365724	1084.20	192	1583
contig_315_region	2182	2365724	1084.20	192	1583
contig_316	2181	2872074	1316.86	383	1914
contig_316_region	2181	2872074	1316.86	383	1914
contig_317	2176	2703894	1242.60	174	1643
contig_317_region	2176	2703894	1242.60	174	1643
contig_318	2170	2635853	1214.68	220	1643
contig_318_region	2170	2635853	1214.68	220	1643
contig_319	2156	2185164	1013.53	520	1465
contig_319_region	2156	2185164	1013.53	520	1465
contig_320	2144	2379589	1109.88	258	1464
contig_320_region	2144	2379589	1109.88	258	1464
contig_321	2142	2635826	1230.54	446	1847
contig_321_region	2142	2635826	1230.54	446	1847
contig_322	2127	2403489	1129.99	248	1733
contig_322_region	2127	2403489	1129.99	248	1733
contig_323	2125	1770228	833.05	2	8039
contig_323_region	2125	1770228	833.05	2	8039
contig_324	2105	2917284	1385.88	182	1912
contig_324_region	2105	2917284	1385.88	182	1912
contig_325	2087	2163981	1036.89	389	1515
contig_325_region	2087	2163981	1036.89	389	1515
contig_326	2061	1555918	754.93	64	1060
contig_326_region	2061	1555918	754.93	64	1060
contig_327	2057	2352889	1143.84	278	1629
contig_327_region	2057	2352889	1143.84	278	1629
contig_328	2057	2774111	1348.62	818	1744
contig_328_region	2057	2774111	1348.62	818	1744
contig_329	2053	2546837	1240.54	434	1806
contig_329_region	2053	2546837	1240.54	434	1806
contig_330	2052	1234922	601.81	261	884
contig_330_region	2052	1234922	601.81	261	884
contig_331	2052	908569	442.77	142	635
contig_331_region	2052	908569	442.77	142	635
contig_332	2049	2518878	1229.32	299	2063
contig_332_region	2049	2518878	1229.32	299	2063
contig_333	2049	2072628	1011.53	186	1340
contig_333_region	2049	2072628	1011.53	186	1340
contig_334	2049	1009273	492.57	218	2632
contig_334_region	2049	1009273	492.57	218	2632
contig_335	2039	819264	401.80	12	693
contig_335_region	2039	819264	401.80	12	693
contig_336	2036	4604678	2261.63	106	3690
contig_336_region	2036	4604678	2261.63	106	3690
contig_337	2034	2231304	1097.00	355	1992
contig_337_region	2034	2231304	1097.00	355	1992
contig_338	2023	2418785	1195.64	316	2541
contig_338_region	2023	2418785	1195.64	316	2541
contig_339	2019	1003056	496.81	76	1588
contig_339_region	2019	1003056	496.81	76	1588
contig_340	2012	2558321	1271.53	774	2423
contig_340_region	2012	2558321	1271.53	774	2423
contig_341	2011	2284878	1136.19	285	1540
contig_341_region	2011	2284878	1136.19	285	1540
contig_342	2002	1054568	526.76	2	1403
contig_342_region	2002	1054568	526.76	2	1403
contig_343	2002	24937	12.46	1	33
contig_343_region	2002	24937	12.46	1	33
contig_344	1992	1833882	920.62	660	1295
contig_344_region	1992	1833882	920.62	660	1295
contig_345	1992	1586253	796.31	16	1497
contig_345_region	1992	1586253	796.31	16	1497
contig_346	1989	3904406	1963.00	394	8487
contig_346_region	1989	3904406	1963.00	394	8487
contig_347	1985	2405837	1212.01	248	1862
contig_347_region	1985	2405837	1212.01	248	1862
contig_348	1978	2471622	1249.56	209	1582
contig_348_region	1978	2471622	1249.56	209	1582
contig_349	1976	2131140	1078.51	577	1493
contig_349_region	1976	2131140	1078.51	577	1493
contig_350	1976	2370407	1199.60	653	1888
contig_350_region	1976	2370407	1199.60	653	1888
contig_351	1971	1129557	573.09	68	2623
contig_351_region	1971	1129557	573.09	68	2623
contig_352	1960	2357653	1202.88	162	1809
contig_352_region	1960	2357653	1202.88	162	1809
contig_353	1959	2410654	1230.55	256	2766
contig_353_region	1959	2410654	1230.55	256	2766
contig_354	1958	4534999	2316.14	459	3191
contig_354_region	1958	4534999	2316.14	459	3191
contig_355	1953	36582	18.73	1	41
contig_355_region	1953	36582	18.73	1	41
contig_356	1950	2132791	1093.74	283	1494
contig_356_region	1950	2132791	1093.74	283	1494
contig_357	1941	31007	15.97	1	53
contig_357_region	1941	31007	15.97	1	53
contig_358	1936	1912282	987.75	623	1349
contig_358_region	1936	1912282	987.75	623	1349
contig_359	1936	1628653	841.25	281	1354
contig_359_region	1936	1628653	841.25	281	1354
contig_360	1934	2266288	1171.81	312	1650
contig_360_region	1934	2266288	1171.81	312	1650
contig_361	1933	25153	13.01	1	36
contig_361_region	1933	25153	13.01	1	36
contig_362	1929	2048835	1062.12	419	2829
contig_362_region	1929	2048835	1062.12	419	2829
contig_363	1923	2372339	1233.67	320	1675
contig_363_region	1923	2372339	1233.67	320	1675
contig_364	1918	830050	432.77	68	704
contig_364_region	1918	830050	432.77	68	704
contig_365	1898	1802830	949.86	383	2306
contig_365_region	1898	1802830	949.86	383	2306
contig_366	1896	1886021	994.74	202	1425
contig_366_region	1896	1886021	994.74	202	1425
contig_367	1896	975914	514.72	204	1076
contig_367_region	1896	975914	514.72	204	1076
contig_368	1880	2211813	1176.50	360	1672
contig_368_region	1880	2211813	1176.50	360	1672
contig_369	1879	2173426	1156.69	299	1760
contig_369_region	1879	2173426	1156.69	299	1760
contig_370	1870	850781	454.96	72	724
contig_370_region	1870	850781	454.96	72	724
contig_371	1868	2471252	1322.94	403	2016
contig_371_region	1868	2471252	1322.94	403	2016
contig_372	1864	1774178	951.81	293	2193
contig_372_region	1864	1774178	951.81	293	2193
contig_373	1864	1705474	914.95	424	1392
contig_373_region	1864	1705474	914.95	424	1392
contig_374	1862	1992574	1070.13	660	1517
contig_374_region	1862	1992574	1070.13	660	1517
contig_375	1848	2140880	1158.48	290	1692
contig_375_region	1848	2140880	1158.48	290	1692
contig_376	1845	2590881	1404.27	655	2167
contig_376_region	1845	2590881	1404.27	655	2167
contig_377	1844	3018546	1636.96	169	6061
contig_377_region	1844	3018546	1636.96	169	6061
contig_378	1832	1740451	950.03	218	1502
contig_378_region	1832	1740451	950.03	218	1502
contig_379	1831	711592	388.64	42	707
contig_379_region	1831	711592	388.64	42	707
contig_380	1828	2333162	1276.35	655	2576
contig_380_region	1828	2333162	1276.35	655	2576
contig_381	1823	499227	273.85	99	367
contig_381_region	1823	499227	273.85	99	367
contig_382	1822	1417863	778.19	61	1064
contig_382_region	1822	1417863	778.19	61	1064
contig_383	1819	2339982	1286.41	891	1755
contig_383_region	1819	2339982	1286.41	891	1755
contig_384	1815	2187040	1204.98	202	1741
contig_384_region	1815	2187040	1204.98	202	1741
contig_385	1813	2154813	1188.53	251	1808
contig_385_region	1813	2154813	1188.53	251	1808
contig_386	1808	2076035	1148.25	220	2311
contig_386_region	1808	2076035	1148.25	220	2311
contig_387	1806	2433308	1347.35	328	1784
contig_387_region	1806	2433308	1347.35	328	1784
contig_388	1801	2134954	1185.43	329	1545
contig_388_region	1801	2134954	1185.43	329	1545
contig_389	1798	1719116	956.13	360	1390
contig_389_region	1798	1719116	956.13	360	1390
contig_390	1794	31383	17.49	1	101
contig_390_region	1794	31383	17.49	1	101
contig_391	1790	2201975	1230.15	276	1656
contig_391_region	1790	2201975	1230.15	276	1656
contig_392	1783	1483700	832.14	141	1199
contig_392_region	1783	1483700	832.14	141	1199
contig_393	1778	1937415	1089.66	340	1630
contig_393_region	1778	1937415	1089.66	340	1630
contig_394	1778	1457081	819.51	178	1259
contig_394_region	1778	1457081	819.51	178	1259
contig_395	1777	1946112	1095.17	597	2061
contig_395_region	1777	1946112	1095.17	597	2061
contig_396	1772	2086129	1177.27	551	1583
contig_396_region	1772	2086129	1177.27	551	1583
contig_397	1770	2173379	1227.90	965	1686
contig_397_region	1770	2173379	1227.90	965	1686
contig_398	1763	9883666	5606.16	311	16783
contig_398_region	1763	9883666	5606.16	311	16783
contig_399	1762	2118246	1202.18	573	2000
contig_399_region	1762	2118246	1202.18	573	2000
contig_400	1756	1356575	772.54	174	972
contig_400_region	1756	1356575	772.54	174	972
contig_401	1756	942068	536.49	174	781
contig_401_region	1756	942068	536.49	174	781
contig_402	1755	2343371	1335.25	227	1897
contig_402_region	1755	2343371	1335.25	227	1897
contig_403	1748	2119750	1212.67	409	1559
contig_403_region	1748	2119750	1212.67	409	1559
contig_404	1742	1757564	1008.93	378	1760
contig_404_region	1742	1757564	1008.93	378	1760
contig_405	1739	2095364	1204.92	905	1589
contig_405_region	1739	2095364	1204.92	905	1589
contig_406	1739	1371661	788.76	182	1099
contig_406_region	1739	1371661	788.76	182	1099
contig_407	1739	724171	416.43	124	703
contig_407_region	1739	724171	416.43	124	703
contig_408	1738	2181281	1255.05	355	1724
contig_408_region	1738	2181281	1255.05	355	1724
contig_409	1734	2496813	1439.92	656	1970
contig_409_region	1734	2496813	1439.92	656	1970
contig_410	1717	3333854	1941.67	478	3467
contig_410_region	1717	3333854	1941.67	478	3467
contig_411	1717	1960235	1141.66	359	1522
contig_411_region	1717	1960235	1141.66	359	1522
contig_412	1713	2110533	1232.07	311	1490
contig_412_region	1713	2110533	1232.07	311	1490
contig_413	1703	2030916	1192.55	749	1772
contig_413_region	1703	2030916	1192.55	749	1772
contig_414	1701	1853102	1089.42	272	1425
contig_414_region	1701	1853102	1089.42	272	1425
contig_415	1700	1802463	1060.27	206	1839
contig_415_region	1700	1802463	1060.27	206	1839
contig_416	1696	1522843	897.90	250	2290
contig_416_region	1696	1522843	897.90	250	2290
contig_417	1695	1635250	964.75	210	1602
contig_417_region	1695	1635250	964.75	210	1602
contig_418	1692	1952649	1154.05	233	1670
contig_418_region	1692	1952649	1154.05	233	1670
contig_419	1691	2011069	1189.28	243	2144
contig_419_region	1691	2011069	1189.28	243	2144
contig_420	1688	2102029	1245.28	242	1738
contig_420_region	1688	2102029	1245.28	242	1738
contig_421	1685	61070	36.24	1	125
contig_421_region	1685	61070	36.24	1	125
contig_422	1684	1932248	1147.42	717	1763
contig_422_region	1684	1932248	1147.42	717	1763
contig_423	1682	1868629	1110.96	204	1420
contig_423_region	1682	1868629	1110.96	204	1420
contig_424	1681	1596028	949.45	239	1653
contig_424_region	1681	1596028	949.45	239	1653
contig_425	1673	1806670	1079.90	273	1520
contig_425_region	1673	1806670	1079.90	273	1520
contig_426	1669	1969108	1179.81	244	1517
contig_426_region	1669	1969108	1179.81	244	1517
contig_427	1669	1402359	840.24	153	3805
contig_427_region	1669	1402359	840.24	153	3805
contig_428	1663	2048531	1231.83	200	1800
contig_428_region	1663	2048531	1231.83	200	1800
contig_429	1662	1840869	1107.62	279	1583
contig_429_region	1662	1840869	1107.62	279	1583
contig_430	1661	1482452	892.51	270	1234
contig_430_region	1661	1482452	892.51	270	1234
contig_431	1658	753846	454.67	36	707
contig_431_region	1658	753846	454.67	36	707
contig_432	1657	1416440	854.82	43	1230
contig_432_region	1657	1416440	854.82	43	1230
contig_433	1655	606176	366.27	87	541
contig_433_region	1655	606176	366.27	87	541
contig_434	1654	2090195	1263.72	408	1779
contig_434_region	1654	2090195	1263.72	408	1779
contig_435	1653	2148617	1299.83	482	2347
contig_435_region	1653	2148617	1299.83	482	2347
contig_436	1651	1822771	1104.04	644	1451
contig_436_region	1651	1822771	1104.04	644	1451
contig_437	1650	2186310	1325.04	919	1845
contig_437_region	1650	2186310	1325.04	919	1845
contig_438	1645	2414131	1467.56	343	2239
contig_438_region	1645	2414131	1467.56	343	2239
contig_439	1633	1101565	674.57	60	991
contig_439_region	1633	1101565	674.57	60	991
contig_440	1632	1968251	1206.04	214	1548
contig_440_region	1632	1968251	1206.04	214	1548
contig_441	1629	1975493	1212.70	748	1571
contig_441_region	1629	1975493	1212.70	748	1571
contig_442	1622	1549807	955.49	183	1360
contig_442_region	1622	1549807	955.49	183	1360
contig_443	1622	1688533	1041.02	174	1610
contig_443_region	1622	1688533	1041.02	174	1610
contig_444	1621	1808682	1115.78	158	1641
contig_444_region	1621	1808682	1115.78	158	1641
contig_445	1609	1783919	1108.71	712	1535
contig_445_region	1609	1783919	1108.71	712	1535
contig_446	1606	1810739	1127.48	327	1740
contig_446_region	1606	1810739	1127.48	327	1740
contig_447	1605	1827555	1138.66	766	1580
contig_447_region	1605	1827555	1138.66	766	1580
contig_448	1602	2323394	1450.31	57	6213
contig_448_region	1602	2323394	1450.31	57	6213
contig_449	1592	536321	336.89	41	604
contig_449_region	1592	536321	336.89	41	604
contig_450	1590	1664046	1046.57	276	1488
contig_450_region	1590	1664046	1046.57	276	1488
contig_451	1585	1716509	1082.97	230	1524
contig_451_region	1585	1716509	1082.97	230	1524
contig_452	1569	1551879	989.09	615	1516
contig_452_region	1569	1551879	989.09	615	1516
contig_453	1565	1551665	991.48	179	1871
contig_453_region	1565	1551665	991.48	179	1871
contig_454	1564	1861364	1190.13	792	1815
contig_454_region	1564	1861364	1190.13	792	1815
contig_455	1559	1673465	1073.42	678	1688
contig_455_region	1559	1673465	1073.42	678	1688
contig_456	1557	1156122	742.53	109	953
contig_456_region	1557	1156122	742.53	109	953
contig_457	1555	642649	413.28	72	631
contig_457_region	1555	642649	413.28	72	631
contig_458	1554	1074896	691.70	46	1003
contig_458_region	1554	1074896	691.70	46	1003
contig_459	1553	2050470	1320.33	909	1640
contig_459_region	1553	2050470	1320.33	909	1640
contig_460	1543	2189396	1418.92	285	1830
contig_460_region	1543	2189396	1418.92	285	1830
contig_461	1541	21048	13.66	1	34
contig_461_region	1541	21048	13.66	1	34
contig_462	1537	1581255	1028.79	272	1406
contig_462_region	1537	1581255	1028.79	272	1406
contig_463	1533	2297047	1498.40	62	3358
contig_463_region	1533	2297047	1498.40	62	3358
contig_464	1529	1819851	1190.22	233	1717
contig_464_region	1529	1819851	1190.22	233	1717
contig_465	1527	1859329	1217.64	193	1604
contig_465_region	1527	1859329	1217.64	193	1604
contig_466	1527	1466966	960.69	127	1404
contig_466_region	1527	1466966	960.69	127	1404
contig_467	1526	1777552	1164.84	147	1557
contig_467_region	1526	1777552	1164.84	147	1557
contig_468	1525	1757733	1152.61	454	1920
contig_468_region	1525	1757733	1152.61	454	1920
contig_469	1525	2032257	1332.63	262	2253
contig_469_region	1525	2032257	1332.63	262	2253
contig_470	1521	745480	490.12	32	682
contig_470_region	1521	745480	490.12	32	682
contig_471	1517	1716750	1131.67	529	1419
contig_471_region	1517	1716750	1131.67	529	1419
contig_472	1508	1646646	1091.94	318	1445
contig_472_region	1508	1646646	1091.94	318	1445
contig_473	1504	2857924	1900.22	829	3425
contig_473_region	1504	2857924	1900.22	829	3425
contig_474	1502	1397689	930.55	180	1307
contig_474_region	1502	1397689	930.55	180	1307
contig_475	1499	1519210	1013.48	365	1694
contig_475_region	1499	1519210	1013.48	365	1694
contig_476	1498	72851	48.63	1	392
contig_476_region	1498	72851	48.63	1	392
contig_477	1496	1567328	1047.68	230	1537
contig_477_region	1496	1567328	1047.68	230	1537
contig_478	1494	1681191	1125.30	184	1562
contig_478_region	1494	1681191	1125.30	184	1562
contig_479	1492	18382	12.32	1	34
contig_479_region	1492	18382	12.32	1	34
contig_480	1489	1228099	824.78	177	1682
contig_480_region	1489	1228099	824.78	177	1682
contig_481	1487	1481602	996.37	344	1523
contig_481_region	1487	1481602	996.37	344	1523
contig_482	1484	2046610	1379.12	985	1769
contig_482_region	1484	2046610	1379.12	985	1769
contig_483	1484	1639921	1105.07	315	1527
contig_483_region	1484	1639921	1105.07	315	1527
contig_484	1484	2021148	1361.96	650	2893
contig_484_region	1484	2021148	1361.96	650	2893
contig_485	1482	1649243	1112.85	601	1717
contig_485_region	1482	1649243	1112.85	601	1717
contig_486	1480	1391977	940.52	201	1440
contig_486_region	1480	1391977	940.52	201	1440
contig_487	1471	2890549	1965.02	734	6655
contig_487_region	1471	2890549	1965.02	734	6655
contig_488	1469	558994	380.53	32	530
contig_488_region	1469	558994	380.53	32	530
contig_489	1467	1692693	1153.85	147	4392
contig_489_region	1467	1692693	1153.85	147	4392
contig_490	1466	1831421	1249.26	270	1959
contig_490_region	1466	1831421	1249.26	270	1959
contig_491	1460	1802378	1234.51	861	1500
contig_491_region	1460	1802378	1234.51	861	1500
contig_492	1459	1754485	1202.53	175	1701
contig_492_region	1459	1754485	1202.53	175	1701
contig_493	1454	1741935	1198.03	332	1531
contig_493_region	1454	1741935	1198.03	332	1531
contig_494	1453	2301211	1583.77	232	6777
contig_494_region	1453	2301211	1583.77	232	6777
contig_495	1452	35635	24.54	1	72
contig_495_region	1452	35635	24.54	1	72
contig_496	1452	119397	82.23	1	1366
contig_496_region	1452	119397	82.23	1	1366
contig_497	1451	810674	558.70	39	891
contig_497_region	1451	810674	558.70	39	891
contig_498	1447	1865270	1289.06	279	1826
contig_498_region	1447	1865270	1289.06	279	1826
contig_499	1443	1406168	974.48	204	1336
contig_499_region	1443	1406168	974.48	204	1336
contig_500	1442	1690418	1172.27	795	1549
contig_500_region	1442	1690418	1172.27	795	1549
contig_501	1440	1188361	825.25	334	1242
contig_501_region	1440	1188361	825.25	334	1242
contig_502	1439	2085702	1449.41	175	8979
contig_502_region	1439	2085702	1449.41	175	8979
contig_503	1437	22264	15.49	1	30
contig_503_region	1437	22264	15.49	1	30
contig_504	1435	1723208	1200.84	223	1639
contig_504_region	1435	1723208	1200.84	223	1639
contig_505	1435	1418676	988.62	402	1726
contig_505_region	1435	1418676	988.62	402	1726
contig_506	1426	1526904	1070.76	342	1656
contig_506_region	1426	1526904	1070.76	342	1656
contig_507	1423	1652870	1161.54	294	1792
contig_507_region	1423	1652870	1161.54	294	1792
contig_508	1422	1291985	908.57	285	1437
contig_508_region	1422	1291985	908.57	285	1437
contig_509	1421	984619	692.91	79	1259
contig_509_region	1421	984619	692.91	79	1259
contig_510	1418	1582480	1115.99	232	1425
contig_510_region	1418	1582480	1115.99	232	1425
contig_511	1408	1585606	1126.14	212	2087
contig_511_region	1408	1585606	1126.14	212	2087
contig_512	1408	1132039	804.00	301	1229
contig_512_region	1408	1132039	804.00	301	1229
contig_513	1405	1384745	985.58	377	1217
contig_513_region	1405	1384745	985.58	377	1217
contig_514	1403	1208287	861.22	302	1322
contig_514_region	1403	1208287	861.22	302	1322
contig_515	1395	1849875	1326.08	212	2587
contig_515_region	1395	1849875	1326.08	212	2587
contig_516	1394	1684014	1208.04	746	1735
contig_516_region	1394	1684014	1208.04	746	1735
contig_517	1391	2018935	1451.43	650	1815
contig_517_region	1391	2018935	1451.43	650	1815
contig_518	1385	1408064	1016.65	297	1603
contig_518_region	1385	1408064	1016.65	297	1603
contig_519	1379	1270116	921.04	227	1617
contig_519_region	1379	1270116	921.04	227	1617
contig_520	1372	1710100	1246.43	917	1810
contig_520_region	1372	1710100	1246.43	917	1810
contig_521	1371	1712964	1249.43	294	1743
contig_521_region	1371	1712964	1249.43	294	1743
contig_522	1368	548882	401.23	20	820
contig_522_region	1368	548882	401.23	20	820
contig_523	1367	1799981	1316.74	351	1781
contig_523_region	1367	1799981	1316.74	351	1781
contig_524	1365	1604463	1175.43	480	1666
contig_524_region	1365	1604463	1175.43	480	1666
contig_525	1365	701679	514.05	144	1151
contig_525_region	1365	701679	514.05	144	1151
contig_526	1364	1179774	864.94	263	1500
contig_526_region	1364	1179774	864.94	263	1500
contig_527	1364	21911	16.06	4	42
contig_527_region	1364	21911	16.06	4	42
contig_528	1363	1166439	855.79	221	1136
contig_528_region	1363	1166439	855.79	221	1136
contig_529	1361	1505069	1105.86	273	1968
contig_529_region	1361	1505069	1105.86	273	1968
contig_530	1359	1425744	1049.11	497	1472
contig_530_region	1359	1425744	1049.11	497	1472
contig_531	1347	1629895	1210.02	782	1502
contig_531_region	1347	1629895	1210.02	782	1502
contig_532	1346	1890349	1404.42	879	1923
contig_532_region	1346	1890349	1404.42	879	1923
contig_533	1344	1907031	1418.92	958	1842
contig_533_region	1344	1907031	1418.92	958	1842
contig_534	1340	1415660	1056.46	379	1316
contig_534_region	1340	1415660	1056.46	379	1316
contig_535	1337	1246889	932.60	214	1402
contig_535_region	1337	1246889	932.60	214	1402
contig_536	1336	1079867	808.28	192	1406
contig_536_region	1336	1079867	808.28	192	1406
contig_537	1331	1744585	1310.73	298	1693
contig_537_region	1331	1744585	1310.73	298	1693
contig_538	1330	1433534	1077.85	197	1784
contig_538_region	1330	1433534	1077.85	197	1784
contig_539	1325	1750892	1321.43	221	2249
contig_539_region	1325	1750892	1321.43	221	2249
contig_540	1321	1054284	798.10	557	1057
contig_540_region	1321	1054284	798.10	557	1057
contig_541	1317	1116700	847.91	187	1356
contig_541_region	1317	1116700	847.91	187	1356
contig_542	1313	3056167	2327.62	1033	2912
contig_542_region	1313	3056167	2327.62	1033	2912
contig_543	1312	502680	383.14	105	626
contig_543_region	1312	502680	383.14	105	626
contig_544	1311	1653394	1261.17	804	3780
contig_544_region	1311	1653394	1261.17	804	3780
contig_545	1310	1050979	802.27	116	1200
contig_545_region	1310	1050979	802.27	116	1200
contig_546	1309	1467164	1120.83	483	1478
contig_546_region	1309	1467164	1120.83	483	1478
contig_547	1304	1917186	1470.23	990	1880
contig_547_region	1304	1917186	1470.23	990	1880
contig_548	1304	1733049	1329.03	421	1708
contig_548_region	1304	1733049	1329.03	421	1708
contig_549	1304	33806	25.92	5	49
contig_549_region	1304	33806	25.92	5	49
contig_550	1297	1371429	1057.39	177	1745
contig_550_region	1297	1371429	1057.39	177	1745
contig_551	1296	1200230	926.10	234	1415
contig_551_region	1296	1200230	926.10	234	1415
contig_552	1291	233833	181.13	2	1227
contig_552_region	1291	233833	181.13	2	1227
contig_553	1290	1168852	906.09	258	1268
contig_553_region	1290	1168852	906.09	258	1268
contig_554	1283	1332668	1038.71	492	1247
contig_554_region	1283	1332668	1038.71	492	1247
contig_555	1278	1550801	1213.46	778	1619
contig_555_region	1278	1550801	1213.46	778	1619
contig_556	1276	1597578	1252.02	292	1964
contig_556_region	1276	1597578	1252.02	292	1964
contig_557	1269	1313679	1035.21	304	1419
contig_557_region	1269	1313679	1035.21	304	1419
contig_558	1266	1513706	1195.66	359	1559
contig_558_region	1266	1513706	1195.66	359	1559
contig_559	1264	1431310	1132.37	304	1500
contig_559_region	1264	1431310	1132.37	304	1500
contig_560	1263	1418465	1123.09	655	1619
contig_560_region	1263	1418465	1123.09	655	1619
contig_561	1260	1626685	1291.02	858	1796
contig_561_region	1260	1626685	1291.02	858	1796
contig_562	1250	481729	385.38	33	553
contig_562_region	1250	481729	385.38	33	553
contig_563	1247	1482623	1188.95	300	1840
contig_563_region	1247	1482623	1188.95	300	1840
contig_564	1245	1264679	1015.81	204	1280
contig_564_region	1245	1264679	1015.81	204	1280
contig_565	1243	1306543	1051.12	249	1489
contig_565_region	1243	1306543	1051.12	249	1489
contig_566	1241	1238425	997.93	243	1369
contig_566_region	1241	1238425	997.93	243	1369
contig_567	1241	37866	30.51	1	68
contig_567_region	1241	37866	30.51	1	68
contig_568	1237	1683839	1361.23	302	1878
contig_568_region	1237	1683839	1361.23	302	1878
contig_569	1236	1179580	954.35	132	1554
contig_569_region	1236	1179580	954.35	132	1554
contig_570	1234	1961231	1589.33	989	2160
contig_570_region	1234	1961231	1589.33	989	2160
contig_571	1224	604694	494.03	13	1345
contig_571_region	1224	604694	494.03	13	1345
contig_572	1223	28875	23.61	6	55
contig_572_region	1223	28875	23.61	6	55
contig_573	1220	1532920	1256.49	1003	1619
contig_573_region	1220	1532920	1256.49	1003	1619
contig_574	1219	1183013	970.48	170	1289
contig_574_region	1219	1183013	970.48	170	1289
contig_575	1216	30412	25.01	2	73
contig_575_region	1216	30412	25.01	2	73
contig_576	1215	1229965	1012.32	388	1327
contig_576_region	1215	1229965	1012.32	388	1327
contig_577	1210	1284006	1061.16	425	1425
contig_577_region	1210	1284006	1061.16	425	1425
contig_578	1209	19454	16.09	3	45
contig_578_region	1209	19454	16.09	3	45
contig_579	1209	11546	9.55	0	23
contig_579_region	1209	11546	9.55	0	23
contig_580	1205	1628612	1351.55	1068	1652
contig_580_region	1205	1628612	1351.55	1068	1652
contig_581	1205	1551122	1287.24	617	1694
contig_581_region	1205	1551122	1287.24	617	1694
contig_582	1204	1498226	1244.37	433	1474
contig_582_region	1204	1498226	1244.37	433	1474
contig_583	1204	1234551	1025.37	691	1731
contig_583_region	1204	1234551	1025.37	691	1731
contig_584	1198	1613761	1347.05	285	2254
contig_584_region	1198	1613761	1347.05	285	2254
contig_585	1196	1214541	1015.50	779	1485
contig_585_region	1196	1214541	1015.50	779	1485
contig_586	1196	27873	23.31	1	58
contig_586_region	1196	27873	23.31	1	58
contig_587	1194	1340137	1122.39	309	1422
contig_587_region	1194	1340137	1122.39	309	1422
contig_588	1192	1139383	955.86	386	1815
contig_588_region	1192	1139383	955.86	386	1815
contig_589	1190	1543876	1297.37	832	1784
contig_589_region	1190	1543876	1297.37	832	1784
contig_590	1190	968985	814.27	520	1158
contig_590_region	1190	968985	814.27	520	1158
contig_591	1190	998764	839.30	150	4206
contig_591_region	1190	998764	839.30	150	4206
contig_592	1187	1655980	1395.10	234	1787
contig_592_region	1187	1655980	1395.10	234	1787
contig_593	1185	1453915	1226.93	281	1656
contig_593_region	1185	1453915	1226.93	281	1656
contig_594	1185	128512	108.45	2	1158
contig_594_region	1185	128512	108.45	2	1158
contig_595	1182	484070	409.53	81	557
contig_595_region	1182	484070	409.53	81	557
contig_596	1176	2987997	2540.81	1001	3533
contig_596_region	1176	2987997	2540.81	1001	3533
contig_597	1176	1482372	1260.52	891	1603
contig_597_region	1176	1482372	1260.52	891	1603
contig_598	1173	46661	39.78	2	139
contig_598_region	1173	46661	39.78	2	139
contig_599	1171	1481190	1264.89	714	1706
contig_599_region	1171	1481190	1264.89	714	1706
contig_600	1171	1393766	1190.24	202	1620
contig_600_region	1171	1393766	1190.24	202	1620
contig_601	1168	607784	520.36	41	803
contig_601_region	1168	607784	520.36	41	803
contig_602	1167	1107825	949.29	356	1341
contig_602_region	1167	1107825	949.29	356	1341
contig_603	1166	1446341	1240.43	406	1535
contig_603_region	1166	1446341	1240.43	406	1535
contig_604	1164	1491254	1281.15	284	1975
contig_604_region	1164	1491254	1281.15	284	1975
contig_605	1163	1269044	1091.18	250	1459
contig_605_region	1163	1269044	1091.18	250	1459
contig_606	1161	1331369	1146.74	545	3005
contig_606_region	1161	1331369	1146.74	545	3005
contig_607	1159	1212632	1046.27	755	1380
contig_607_region	1159	1212632	1046.27	755	1380
contig_608	1158	1043091	900.77	608	1179
contig_608_region	1158	1043091	900.77	608	1179
contig_609	1157	1460729	1262.51	422	1804
contig_609_region	1157	1460729	1262.51	422	1804
contig_610	1157	940248	812.66	311	1228
contig_610_region	1157	940248	812.66	311	1228
contig_611	1153	163045	141.41	4	1263
contig_611_region	1153	163045	141.41	4	1263
contig_612	1147	1195387	1042.19	269	1726
contig_612_region	1147	1195387	1042.19	269	1726
contig_613	1145	39868	34.82	2	73
contig_613_region	1145	39868	34.82	2	73
contig_614	1142	1298999	1137.48	192	1534
contig_614_region	1142	1298999	1137.48	192	1534
contig_615	1138	1290373	1133.90	867	1367
contig_615_region	1138	1290373	1133.90	867	1367
contig_616	1137	13026	11.46	1	30
contig_616_region	1137	13026	11.46	1	30
contig_617	1135	1247987	1099.55	779	1437
contig_617_region	1135	1247987	1099.55	779	1437
contig_618	1134	1274283	1123.71	292	1397
contig_618_region	1134	1274283	1123.71	292	1397
contig_619	1133	1038074	916.22	285	1200
contig_619_region	1133	1038074	916.22	285	1200
contig_620	1133	556182	490.89	87	711
contig_620_region	1133	556182	490.89	87	711
contig_621	1127	378697	336.02	2	1752
contig_621_region	1127	378697	336.02	2	1752
contig_622	1125	6005043	5337.82	334	18669
