序列名称	序列长度	平均深度	是否成环	基因组/质粒	质粒分型	物种名称	毒力基因数量	毒力基因	耐药基因数量	耐药基因
contig_278	2388	1245.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_279	2387	1563.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_280	2379	1243.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_281	2377	1069.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_282	2375	1131.0	-	chromosome.unclassified	-	Neisseria meningitidis	2	siaA_synA,ctrA	0	-
contig_283	2370	11.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_284	2363	1062.0	-	unclassified.unclassified	-	Neisseria meningitidis	2	lgtE,lgtB	0	-
contig_285	2361	654.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_286	2361	657.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_287	2358	1099.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_288	2355	1130.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_289	2345	1408.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_290	2334	1011.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_291	2334	1163.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_292	2322	1368.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_293	2311	1700.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 8013	0	-	0	-
contig_294	2310	1155.0	-	unclassified.Bacteroidetes	-	Neisseria meningitidis 053442	0	-	0	-
contig_295	2286	1049.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_296	2284	661.0	-	unclassified.unclassified	-	Neisseria meningitidis 8013	0	-	0	-
contig_297	2279	1037.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_298	2256	921.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_299	2251	507.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_300	2238	1030.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_301	2236	454.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_302	2234	1212.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_303	2233	1014.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_305	2228	1345.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_304	2228	1234.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_306	2227	530.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_307	2219	1468.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_308	2219	1475.0	-	chromosome.unclassified	-	Neisseria meningitidis M01-240355	0	-	0	-
contig_309	2215	874.0	-	chromosome.unclassified	-	Neisseria meningitidis	3	pilH,pilI,pilJ	0	-
contig_310	2213	810.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_311	2212	1034.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	1	rfaC	0	-
contig_312	2194	702.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_313	2187	792.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_314	2186	1279.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_315	2182	967.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_316	2181	1222.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_317	2176	1296.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_318	2170	1258.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_319	2156	937.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_320	2144	992.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_321	2142	1240.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_322	2127	978.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_323	2125	2717.0	-	chromosome.unclassified	-	Eikenella corrodens	0	-	0	-
contig_324	2105	1457.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_325	2087	976.0	-	chromosome.unclassified	-	Neisseria meningitidis	1	pilG	0	-
contig_326	2061	707.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis LNP21362	0	-	0	-
contig_327	2057	987.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_328	2057	1309.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_329	2053	1146.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_330	2052	618.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	1	luxS	0	-
contig_331	2052	370.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	1	luxS	0	-
contig_333	2049	800.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_332	2049	1295.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_334	2049	890.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_335	2039	289.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_336	2036	1615.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_337	2034	1255.0	-	unclassified.unclassified	-	Neisseria	0	-	0	-
contig_338	2023	972.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_339	2019	618.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_340	2012	1205.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_341	2011	882.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_342	2002	671.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis MC58	1	ctrD	1	ErmC
contig_343	2002	11.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_345	1992	795.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_344	1992	921.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_346	1989	1960.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_347	1985	1212.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_348	1978	1250.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_349	1976	1079.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_350	1976	1198.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_351	1971	571.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_352	1960	1198.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_353	1959	1229.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_354	1958	2312.0	-	plasmid.unclassified	-	Neisseria meningitidis serogroup C	0	-	0	-
contig_355	1953	19.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_356	1950	1091.0	-	chromosome.unclassified	-	Neisseria meningitidis	1	mtrD	1	mtrD
contig_357	1941	16.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_358	1936	989.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_359	1936	841.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_360	1934	1168.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_361	1933	13.0	-	unclassified.Bacteroidetes	-	Eikenella corrodens	0	-	0	-
contig_362	1929	1062.0	-	plasmid.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_363	1923	1229.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_364	1918	429.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_365	1898	962.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_366	1896	992.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_367	1896	511.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_368	1880	1173.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_369	1879	1159.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_370	1870	451.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	2	pilH,pilI	0	-
contig_371	1868	1308.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_372	1864	953.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_373	1864	907.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_374	1862	1059.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_375	1848	1160.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_376	1845	1424.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_377	1844	1606.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis M01-240355	0	-	0	-
contig_378	1832	947.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	1	porA	0	-
contig_379	1831	392.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_380	1828	1273.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_381	1823	275.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_382	1822	775.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_383	1819	1270.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_384	1815	1211.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_385	1813	1201.0	-	chromosome.Spirochaetes	-	Neisseria meningitidis	0	-	0	-
contig_386	1808	1140.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_387	1806	1350.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_388	1801	1181.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_389	1798	955.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_390	1794	18.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_391	1790	1239.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_392	1783	838.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_394	1778	807.0	-	chromosome.Proteobacteria	-	Neisseria lactamica	0	-	0	-
contig_393	1778	1093.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_395	1777	1126.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_396	1772	1182.0	-	plasmid.unclassified	-	Neisseria meningitidis 8013	0	-	0	-
contig_397	1770	1234.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_398	1763	5745.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_399	1762	1204.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	2	pilS,pilS	0	-
contig_401	1756	534.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_400	1756	771.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_402	1755	1360.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_403	1748	1212.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_404	1742	979.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_407	1739	405.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_405	1739	1210.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_406	1739	801.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_408	1738	1249.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_409	1734	1388.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_410	1717	2012.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_411	1717	1135.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_412	1713	1234.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_413	1703	1192.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_414	1701	1099.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_415	1700	1018.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_416	1696	933.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_417	1695	927.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_418	1692	1139.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_419	1691	1186.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	1	opa	0	-
contig_420	1688	1213.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_421	1685	33.0	-	plasmid.Proteobacteria	-	Pantoea ananatis	0	-	0	-
contig_422	1684	1137.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_423	1682	1114.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_424	1681	935.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	1	porB	0	-
contig_425	1673	1101.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_427	1669	967.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_426	1669	1200.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_428	1663	1195.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_429	1662	1084.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_430	1661	898.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_431	1658	452.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_432	1657	864.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_433	1655	362.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_434	1654	1258.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_435	1653	1234.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_436	1651	1095.0	-	chromosome.Bacteroidetes	-	Neisseria meningitidis	0	-	0	-
contig_437	1650	1368.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_438	1645	1517.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_439	1633	671.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_440	1632	1212.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_441	1629	1177.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_443	1622	1078.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_442	1622	957.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_444	1621	1133.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_445	1609	1093.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_446	1606	1150.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_447	1605	1183.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_448	1602	1375.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_449	1592	336.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	1	tbpB	0	-
contig_450	1590	1041.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_451	1585	1110.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_452	1569	956.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_453	1565	1073.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_454	1564	1157.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_455	1559	1075.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_456	1557	752.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_457	1555	399.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_458	1554	720.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_459	1553	1315.0	-	chromosome.unclassified	-	Neisseria meningitidis	1	mtrE	1	mtrE
contig_460	1543	1410.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_461	1541	13.0	-	plasmid.unclassified	-	Neisseria meningitidis M01-240149	0	-	0	-
contig_462	1537	990.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_463	1533	1673.0	-	unclassified.unclassified	-	Neisseria meningitidis	1	opa	0	-
contig_464	1529	1212.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_466	1527	919.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_465	1527	1221.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_467	1526	1220.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_468	1525	1176.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_469	1525	1364.0	-	chromosome.unclassified	-	Neisseria meningitidis	1	mtrC	1	mtrC
contig_470	1521	498.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_471	1517	1153.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_472	1508	1067.0	-	chromosome.Spirochaetes	-	Neisseria meningitidis	0	-	0	-
contig_473	1504	1861.0	-	unclassified.Bacteroidetes	-	Neisseria meningitidis	0	-	0	-
contig_474	1502	894.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_475	1499	1058.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_476	1498	48.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_477	1496	1072.0	-	chromosome.unclassified	-	Neisseria meningitidis M01-240355	0	-	0	-
contig_478	1494	1175.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_479	1492	11.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_480	1489	984.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_481	1487	1007.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_483	1484	1091.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_484	1484	1527.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_482	1484	1414.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_485	1482	1108.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_486	1480	962.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_487	1471	1905.0	-	plasmid.unclassified	-	Neisseria meningitidis 053442	1	opa	0	-
contig_488	1469	369.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_489	1467	1082.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	2	pilS,pilS	0	-
contig_490	1466	1280.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_491	1460	1219.0	-	chromosome.unclassified	-	Neisseria meningitidis	1	lgtA	0	-
contig_492	1459	1213.0	-	chromosome.unclassified	-	Neisseria meningitidis H44/76	0	-	0	-
contig_493	1454	1241.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_494	1453	1463.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_496	1452	62.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_495	1452	26.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_497	1451	592.0	-	unclassified.unclassified	-	Neisseria meningitidis 8013	0	-	0	-
contig_498	1447	1362.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_499	1443	877.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_500	1442	1205.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_501	1440	810.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_502	1439	1210.0	-	plasmid.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_503	1437	15.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_504	1435	1139.0	-	unclassified.unclassified	-	Neisseria meningitidis alpha14	0	-	0	-
contig_505	1435	976.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_506	1426	1042.0	-	unclassified.Bacteroidetes	-	Neisseria meningitidis	0	-	0	-
contig_507	1423	1149.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_508	1422	982.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_509	1421	624.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_510	1418	1110.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_512	1408	801.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_511	1408	1047.0	-	unclassified.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_513	1405	984.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_514	1403	856.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_515	1395	1244.0	-	unclassified.Bacteroidetes	-	Neisseria meningitidis 053442	0	-	0	-
contig_516	1394	1115.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_517	1391	1427.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_518	1385	957.0	-	chromosome.unclassified	-	Neisseria meningitidis M01-240355	0	-	0	-
contig_519	1379	868.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_520	1372	1189.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_521	1371	1211.0	-	unclassified.unclassified	-	Neisseria meningitidis	1	flmH	0	-
contig_522	1368	346.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_523	1367	1276.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	1	siaB_synB	0	-
contig_524	1365	1268.0	-	unclassified.unclassified	-	Neisseria meningitidis alpha14	0	-	0	-
contig_525	1365	525.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_527	1364	18.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_526	1364	894.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_528	1363	866.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_529	1361	994.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_530	1359	1090.0	-	chromosome.unclassified	-	Neisseria	0	-	0	-
contig_531	1347	1223.0	-	chromosome.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_532	1346	1410.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_533	1344	1351.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_534	1340	1054.0	-	chromosome.unclassified	-	Neisseria	0	-	0	-
contig_535	1337	884.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_536	1336	688.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_537	1331	1292.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_538	1330	1009.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_539	1325	1259.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis 053442	0	-	0	-
contig_540	1321	807.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_541	1317	953.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_542	1313	2257.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_543	1312	388.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_544	1311	1146.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_545	1310	865.0	-	plasmid.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_546	1309	1128.0	-	unclassified.Firmicutes	-	Neisseria meningitidis	0	-	0	-
contig_548	1304	1240.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_547	1304	1535.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_549	1304	26.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_550	1297	911.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_551	1296	998.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_552	1291	124.0	-	unclassified.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_553	1290	880.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_554	1283	1052.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_555	1278	1226.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_556	1276	1389.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_557	1269	987.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_558	1266	1193.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis	1	pilT2	0	-
contig_559	1264	1157.0	-	plasmid.Proteobacteria	-	Neisseria meningitidis	0	-	0	-
contig_560	1263	1241.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_561	1260	1240.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_562	1250	358.0	-	chromosome.unclassified	-	Neisseria meningitidis 053442	0	-	0	-
contig_563	1247	1021.0	-	unclassified.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_564	1245	1021.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_565	1243	1154.0	-	chromosome.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_566	1241	995.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
contig_567	1241	29.0	-	plasmid.unclassified	-	Neisseria meningitidis	0	-	0	-
