染色体	类型	起始位置	终止位置	链方向	基因名称	locus标签
contig_57	CDS	5755	5889	-	-	LCEDHOCC_00514
contig_57	gene	5893	6189	-	-	LCEDHOCC_00515_gene
contig_57	CDS	5893	6189	-	-	LCEDHOCC_00515
contig_58	gene	136	759	-	lipB	LCEDHOCC_00516_gene
contig_58	CDS	136	759	-	lipB	LCEDHOCC_00516
contig_58	gene	762	1037	-	-	LCEDHOCC_00517_gene
contig_58	CDS	762	1037	-	-	LCEDHOCC_00517
contig_58	gene	1222	2292	+	yhhT	LCEDHOCC_00518_gene
contig_58	CDS	1222	2292	+	yhhT	LCEDHOCC_00518
contig_58	gene	2488	3435	-	-	LCEDHOCC_00519_gene
contig_58	CDS	2488	3435	-	-	LCEDHOCC_00519
contig_58	gene	3450	3857	-	-	LCEDHOCC_00520_gene
contig_58	CDS	3450	3857	-	-	LCEDHOCC_00520
contig_58	gene	3938	4597	+	ung	LCEDHOCC_00521_gene
contig_58	CDS	3938	4597	+	ung	LCEDHOCC_00521
contig_58	gene	4700	5347	+	-	LCEDHOCC_00522_gene
contig_58	CDS	4700	5347	+	-	LCEDHOCC_00522
contig_58	gene	5420	5980	+	-	LCEDHOCC_00523_gene
contig_58	CDS	5420	5980	+	-	LCEDHOCC_00523
contig_59	gene	15	1460	+	aspA	LCEDHOCC_00524_gene
contig_59	CDS	15	1460	+	aspA	LCEDHOCC_00524
contig_59	gene	1532	2407	-	-	LCEDHOCC_00525_gene
contig_59	CDS	1532	2407	-	-	LCEDHOCC_00525
contig_59	gene	2409	2705	-	-	LCEDHOCC_00526_gene
contig_59	CDS	2409	2705	-	-	LCEDHOCC_00526
contig_59	gene	2687	3133	-	dnaJ_1	LCEDHOCC_00527_gene
contig_59	CDS	2687	3133	-	dnaJ_1	LCEDHOCC_00527
contig_59	gene	3155	3634	-	ybaK	LCEDHOCC_00528_gene
contig_59	CDS	3155	3634	-	ybaK	LCEDHOCC_00528
contig_59	gene	3709	4071	+	yabJ	LCEDHOCC_00529_gene
contig_59	CDS	3709	4071	+	yabJ	LCEDHOCC_00529
contig_59	gene	4103	4969	+	ygfZ	LCEDHOCC_00530_gene
contig_59	CDS	4103	4969	+	ygfZ	LCEDHOCC_00530
contig_59	gene	5067	6026	+	ttcA	LCEDHOCC_00531_gene
contig_59	CDS	5067	6026	+	ttcA	LCEDHOCC_00531
contig_60	gene	384	1796	-	trkA	LCEDHOCC_00532_gene
contig_60	CDS	384	1796	-	trkA	LCEDHOCC_00532
contig_60	gene	1894	3417	-	fumB	LCEDHOCC_00533_gene
contig_60	CDS	1894	3417	-	fumB	LCEDHOCC_00533
contig_60	gene	3724	4530	-	artI	LCEDHOCC_00534_gene
contig_60	CDS	3724	4530	-	artI	LCEDHOCC_00534
contig_60	gene	4582	4833	-	-	LCEDHOCC_00535_gene
contig_60	CDS	4582	4833	-	-	LCEDHOCC_00535
contig_60	gene	4933	5694	+	-	LCEDHOCC_00536_gene
contig_60	CDS	4933	5694	+	-	LCEDHOCC_00536
contig_61	gene	685	1248	-	-	LCEDHOCC_00537_gene
contig_61	CDS	685	1248	-	-	LCEDHOCC_00537
contig_61	gene	1245	1814	-	vioB	LCEDHOCC_00538_gene
contig_61	CDS	1245	1814	-	vioB	LCEDHOCC_00538
contig_61	gene	1984	2490	+	-	LCEDHOCC_00539_gene
contig_61	CDS	1984	2490	+	-	LCEDHOCC_00539
contig_61	gene	2499	3635	+	-	LCEDHOCC_00540_gene
contig_61	CDS	2499	3635	+	-	LCEDHOCC_00540
contig_61	gene	3705	4946	-	mtr	LCEDHOCC_00541_gene
contig_61	CDS	3705	4946	-	mtr	LCEDHOCC_00541
contig_61	gene	5110	5826	+	ubiG	LCEDHOCC_00542_gene
contig_61	CDS	5110	5826	+	ubiG	LCEDHOCC_00542
contig_62	gene	241	957	-	-	LCEDHOCC_00543_gene
contig_62	CDS	241	957	-	-	LCEDHOCC_00543
contig_62	gene	1526	1948	-	yhfA	LCEDHOCC_00544_gene
contig_62	CDS	1526	1948	-	yhfA	LCEDHOCC_00544
contig_62	gene	2066	2734	-	-	LCEDHOCC_00545_gene
contig_62	CDS	2066	2734	-	-	LCEDHOCC_00545
contig_62	gene	2753	3439	-	purN	LCEDHOCC_00546_gene
contig_62	CDS	2753	3439	-	purN	LCEDHOCC_00546
contig_62	gene	3486	4304	-	fkpA	LCEDHOCC_00547_gene
contig_62	CDS	3486	4304	-	fkpA	LCEDHOCC_00547
contig_62	gene	4563	5003	-	-	LCEDHOCC_00548_gene
contig_62	CDS	4563	5003	-	-	LCEDHOCC_00548
contig_62	gene	5066	6067	-	pepA	LCEDHOCC_00549_gene
contig_62	CDS	5066	6067	-	pepA	LCEDHOCC_00549
contig_63	gene	89	1045	+	thiL	LCEDHOCC_00550_gene
contig_63	CDS	89	1045	+	thiL	LCEDHOCC_00550
contig_63	gene	1038	1523	+	pgpA	LCEDHOCC_00551_gene
contig_63	CDS	1038	1523	+	pgpA	LCEDHOCC_00551
contig_63	gene	1583	3259	-	ettA	LCEDHOCC_00552_gene
contig_63	CDS	1583	3259	-	ettA	LCEDHOCC_00552
contig_63	gene	3646	5001	+	-	LCEDHOCC_00553_gene
contig_63	CDS	3646	5001	+	-	LCEDHOCC_00553
contig_63	gene	5005	6015	+	-	LCEDHOCC_00554_gene
contig_63	CDS	5005	6015	+	-	LCEDHOCC_00554
contig_64	gene	142	315	-	-	LCEDHOCC_00555_gene
contig_64	CDS	142	315	-	-	LCEDHOCC_00555
contig_64	gene	329	832	-	-	LCEDHOCC_00556_gene
contig_64	CDS	329	832	-	-	LCEDHOCC_00556
contig_64	gene	927	1445	-	-	LCEDHOCC_00557_gene
contig_64	CDS	927	1445	-	-	LCEDHOCC_00557
contig_64	gene	1525	1752	-	-	LCEDHOCC_00558_gene
contig_64	CDS	1525	1752	-	-	LCEDHOCC_00558
contig_64	gene	1951	2253	-	-	LCEDHOCC_00559_gene
contig_64	CDS	1951	2253	-	-	LCEDHOCC_00559
contig_64	gene	2258	2629	-	-	LCEDHOCC_00560_gene
contig_64	CDS	2258	2629	-	-	LCEDHOCC_00560
contig_64	gene	2747	2923	+	-	LCEDHOCC_00561_gene
contig_64	CDS	2747	2923	+	-	LCEDHOCC_00561
contig_64	gene	2935	3225	+	-	LCEDHOCC_00562_gene
contig_64	CDS	2935	3225	+	-	LCEDHOCC_00562
contig_64	gene	3270	4145	+	-	LCEDHOCC_00563_gene
contig_64	CDS	3270	4145	+	-	LCEDHOCC_00563
contig_64	gene	4126	5031	+	-	LCEDHOCC_00564_gene
contig_64	CDS	4126	5031	+	-	LCEDHOCC_00564
contig_64	gene	5111	5314	+	-	LCEDHOCC_00565_gene
contig_64	CDS	5111	5314	+	-	LCEDHOCC_00565
contig_64	gene	5361	5642	+	-	LCEDHOCC_00566_gene
contig_64	CDS	5361	5642	+	-	LCEDHOCC_00566
contig_64	gene	5654	5866	+	-	LCEDHOCC_00567_gene
contig_64	CDS	5654	5866	+	-	LCEDHOCC_00567
contig_65	gene	112	1134	+	aspC	LCEDHOCC_00568_gene
contig_65	CDS	112	1134	+	aspC	LCEDHOCC_00568
contig_65	gene	1538	2473	-	hemC	LCEDHOCC_00569_gene
contig_65	CDS	1538	2473	-	hemC	LCEDHOCC_00569
contig_65	gene	2592	3107	+	ybeY	LCEDHOCC_00570_gene
contig_65	CDS	2592	3107	+	ybeY	LCEDHOCC_00570
contig_65	gene	3109	3933	+	corC	LCEDHOCC_00571_gene
contig_65	CDS	3109	3933	+	corC	LCEDHOCC_00571
contig_65	gene	4063	5442	-	nhaC	LCEDHOCC_00572_gene
contig_65	CDS	4063	5442	-	nhaC	LCEDHOCC_00572
contig_65	gene	5733	5993	-	-	LCEDHOCC_00573_gene
contig_65	CDS	5733	5993	-	-	LCEDHOCC_00573
contig_66	gene	185	1126	-	era	LCEDHOCC_00574_gene
contig_66	CDS	185	1126	-	era	LCEDHOCC_00574
contig_66	gene	1155	1874	-	rnc	LCEDHOCC_00575_gene
contig_66	CDS	1155	1874	-	rnc	LCEDHOCC_00575
contig_66	gene	2041	2364	+	-	LCEDHOCC_00576_gene
contig_66	CDS	2041	2364	+	-	LCEDHOCC_00576
contig_66	gene	2411	2887	+	ribE	LCEDHOCC_00577_gene
contig_66	CDS	2411	2887	+	ribE	LCEDHOCC_00577
contig_66	gene	2965	3390	+	nusB	LCEDHOCC_00578_gene
contig_66	CDS	2965	3390	+	nusB	LCEDHOCC_00578
contig_66	gene	3471	4505	-	pyrC	LCEDHOCC_00579_gene
contig_66	CDS	3471	4505	-	pyrC	LCEDHOCC_00579
contig_66	gene	4868	5092	-	tusA	LCEDHOCC_00580_gene
contig_66	CDS	4868	5092	-	tusA	LCEDHOCC_00580
contig_66	gene	5201	5845	+	-	LCEDHOCC_00581_gene
contig_66	CDS	5201	5845	+	-	LCEDHOCC_00581
contig_67	gene	151	1032	-	lpxL_1	LCEDHOCC_00582_gene
contig_67	CDS	151	1032	-	lpxL_1	LCEDHOCC_00582
contig_67	gene	1071	1607	-	ruvC_1	LCEDHOCC_00583_gene
contig_67	CDS	1071	1607	-	ruvC_1	LCEDHOCC_00583
contig_67	gene	1610	1849	-	fis_1	LCEDHOCC_00584_gene
contig_67	CDS	1610	1849	-	fis_1	LCEDHOCC_00584
contig_67	gene	1879	2889	-	dusB_1	LCEDHOCC_00585_gene
contig_67	CDS	1879	2889	-	dusB_1	LCEDHOCC_00585
contig_67	gene	3257	4630	+	rhlE_1	LCEDHOCC_00586_gene
contig_67	CDS	3257	4630	+	rhlE_1	LCEDHOCC_00586
contig_67	gene	4935	5945	+	-	LCEDHOCC_00587_gene
contig_67	CDS	4935	5945	+	-	LCEDHOCC_00587
contig_68	gene	58	189	+	sstT	LCEDHOCC_00588_gene
contig_68	CDS	58	189	+	sstT	LCEDHOCC_00588
contig_68	gene	445	1905	+	-	LCEDHOCC_00589_gene
contig_68	CDS	445	1905	+	-	LCEDHOCC_00589
contig_68	gene	1980	2195	-	-	LCEDHOCC_00590_gene
contig_68	CDS	1980	2195	-	-	LCEDHOCC_00590
contig_68	gene	2296	2403	-	-	LCEDHOCC_00591_gene
contig_68	CDS	2296	2403	-	-	LCEDHOCC_00591
contig_68	gene	2478	3821	-	argG_1	LCEDHOCC_00592_gene
contig_68	CDS	2478	3821	-	argG_1	LCEDHOCC_00592
contig_68	gene	4285	5085	+	pncC_1	LCEDHOCC_00593_gene
contig_68	CDS	4285	5085	+	pncC_1	LCEDHOCC_00593
contig_68	gene	5185	5556	-	-	LCEDHOCC_00594_gene
contig_68	CDS	5185	5556	-	-	LCEDHOCC_00594
contig_69	gene	105	1574	+	mltA	LCEDHOCC_00595_gene
contig_69	CDS	105	1574	+	mltA	LCEDHOCC_00595
contig_69	gene	1992	2510	-	-	LCEDHOCC_00596_gene
contig_69	CDS	1992	2510	-	-	LCEDHOCC_00596
contig_69	gene	2792	4630	+	glmS	LCEDHOCC_00597_gene
contig_69	CDS	2792	4630	+	glmS	LCEDHOCC_00597
contig_69	gene	4761	5759	-	-	LCEDHOCC_00598_gene
contig_69	CDS	4761	5759	-	-	LCEDHOCC_00598
contig_70	gene	52	1074	+	ydiO	LCEDHOCC_00599_gene
contig_70	CDS	52	1074	+	ydiO	LCEDHOCC_00599
contig_70	gene	1058	1810	-	-	LCEDHOCC_00600_gene
contig_70	CDS	1058	1810	-	-	LCEDHOCC_00600
contig_70	gene	1807	2931	-	-	LCEDHOCC_00601_gene
contig_70	CDS	1807	2931	-	-	LCEDHOCC_00601
contig_70	gene	3203	4945	-	-	LCEDHOCC_00602_gene
contig_70	CDS	3203	4945	-	-	LCEDHOCC_00602
contig_70	gene	5008	5793	-	lipA	LCEDHOCC_00603_gene
contig_70	CDS	5008	5793	-	lipA	LCEDHOCC_00603
contig_71	gene	21	1301	+	-	LCEDHOCC_00604_gene
contig_71	CDS	21	1301	+	-	LCEDHOCC_00604
contig_71	gene	1541	1840	+	-	LCEDHOCC_00605_gene
contig_71	CDS	1541	1840	+	-	LCEDHOCC_00605
contig_71	gene	1840	2025	+	-	LCEDHOCC_00606_gene
contig_71	CDS	1840	2025	+	-	LCEDHOCC_00606
contig_71	gene	2015	3325	+	lplT	LCEDHOCC_00607_gene
contig_71	CDS	2015	3325	+	lplT	LCEDHOCC_00607
contig_71	gene	3481	4215	+	dnaQ	LCEDHOCC_00608_gene
contig_71	CDS	3481	4215	+	dnaQ	LCEDHOCC_00608
contig_71	gene	4212	4901	+	ispD	LCEDHOCC_00609_gene
contig_71	CDS	4212	4901	+	ispD	LCEDHOCC_00609
contig_71	gene	4933	5415	+	ispF	LCEDHOCC_00610_gene
contig_71	CDS	4933	5415	+	ispF	LCEDHOCC_00610
contig_72	gene	1531	1848	-	-	LCEDHOCC_00611_gene
contig_72	CDS	1531	1848	-	-	LCEDHOCC_00611
contig_72	gene	1867	2022	-	-	LCEDHOCC_00612_gene
contig_72	CDS	1867	2022	-	-	LCEDHOCC_00612
contig_72	gene	3304	3477	-	-	LCEDHOCC_00613_gene
contig_72	CDS	3304	3477	-	-	LCEDHOCC_00613
contig_72	gene	3514	3639	-	-	LCEDHOCC_00614_gene
contig_72	CDS	3514	3639	-	-	LCEDHOCC_00614
contig_72	gene	3754	3930	-	-	LCEDHOCC_00615_gene
contig_72	CDS	3754	3930	-	-	LCEDHOCC_00615
contig_72	gene	4114	5670	-	-	LCEDHOCC_00616_gene
contig_72	CDS	4114	5670	-	-	LCEDHOCC_00616
contig_73	gene	5	175	-	-	LCEDHOCC_00617_gene
contig_73	CDS	5	175	-	-	LCEDHOCC_00617
contig_73	gene	117	332	-	-	LCEDHOCC_00618_gene
contig_73	CDS	117	332	-	-	LCEDHOCC_00618
contig_73	gene	798	1739	+	-	LCEDHOCC_00619_gene
contig_73	CDS	798	1739	+	-	LCEDHOCC_00619
contig_73	gene	1849	2097	+	-	LCEDHOCC_00620_gene
contig_73	CDS	1849	2097	+	-	LCEDHOCC_00620
contig_73	gene	2365	2508	+	-	LCEDHOCC_00621_gene
contig_73	CDS	2365	2508	+	-	LCEDHOCC_00621
contig_73	gene	2480	2683	+	-	LCEDHOCC_00622_gene
contig_73	CDS	2480	2683	+	-	LCEDHOCC_00622
contig_73	gene	2642	2752	-	-	LCEDHOCC_00623_gene
contig_73	CDS	2642	2752	-	-	LCEDHOCC_00623
contig_73	gene	3055	3945	-	sucD	LCEDHOCC_00624_gene
contig_73	CDS	3055	3945	-	sucD	LCEDHOCC_00624
contig_73	gene	3956	5122	-	sucC	LCEDHOCC_00625_gene
contig_73	CDS	3956	5122	-	sucC	LCEDHOCC_00625
contig_73	gene	5194	5481	-	-	LCEDHOCC_00626_gene
contig_73	CDS	5194	5481	-	-	LCEDHOCC_00626
contig_74	gene	187	819	+	ribBA	LCEDHOCC_00627_gene
contig_74	CDS	187	819	+	ribBA	LCEDHOCC_00627
contig_74	gene	915	2516	-	-	LCEDHOCC_00628_gene
contig_74	CDS	915	2516	-	-	LCEDHOCC_00628
contig_74	gene	2565	3362	-	-	LCEDHOCC_00629_gene
contig_74	CDS	2565	3362	-	-	LCEDHOCC_00629
contig_74	gene	3816	4805	-	-	LCEDHOCC_00630_gene
contig_74	CDS	3816	4805	-	-	LCEDHOCC_00630
contig_74	gene	4854	5525	-	-	LCEDHOCC_00631_gene
contig_74	CDS	4854	5525	-	-	LCEDHOCC_00631
contig_75	gene	340	2595	-	-	LCEDHOCC_00632_gene
contig_75	CDS	340	2595	-	-	LCEDHOCC_00632
contig_75	gene	2965	4125	+	aniA	LCEDHOCC_00633_gene
contig_75	CDS	2965	4125	+	aniA	LCEDHOCC_00633
contig_75	gene	4252	5007	+	-	LCEDHOCC_00634_gene
contig_75	CDS	4252	5007	+	-	LCEDHOCC_00634
contig_76	gene	205	1716	-	lysS	LCEDHOCC_00635_gene
contig_76	CDS	205	1716	-	lysS	LCEDHOCC_00635
contig_76	gene	1871	3124	-	-	LCEDHOCC_00636_gene
contig_76	CDS	1871	3124	-	-	LCEDHOCC_00636
contig_76	gene	3582	5378	+	-	LCEDHOCC_00637_gene
contig_76	CDS	3582	5378	+	-	LCEDHOCC_00637
contig_77	gene	300	1295	+	fbpA	LCEDHOCC_00638_gene
contig_77	CDS	300	1295	+	fbpA	LCEDHOCC_00638
contig_77	gene	1363	2880	+	-	LCEDHOCC_00639_gene
contig_77	CDS	1363	2880	+	-	LCEDHOCC_00639
contig_77	gene	2901	3959	+	fbpC	LCEDHOCC_00640_gene
contig_77	CDS	2901	3959	+	fbpC	LCEDHOCC_00640
contig_77	gene	4144	5646	+	-	LCEDHOCC_00641_gene
contig_77	CDS	4144	5646	+	-	LCEDHOCC_00641
contig_78	gene	422	796	-	-	LCEDHOCC_00642_gene
contig_78	CDS	422	796	-	-	LCEDHOCC_00642
contig_78	gene	1074	1451	-	-	LCEDHOCC_00643_gene
contig_78	CDS	1074	1451	-	-	LCEDHOCC_00643
contig_78	gene	1460	3148	-	-	LCEDHOCC_00644_gene
contig_78	CDS	1460	3148	-	-	LCEDHOCC_00644
contig_78	gene	3208	3717	-	-	LCEDHOCC_00645_gene
contig_78	CDS	3208	3717	-	-	LCEDHOCC_00645
contig_78	gene	3724	5622	-	-	LCEDHOCC_00646_gene
contig_78	CDS	3724	5622	-	-	LCEDHOCC_00646
contig_79	gene	84	159	+	-	LCEDHOCC_00647_gene
contig_79	tRNA	84	159	+	-	LCEDHOCC_00647
contig_79	gene	275	553	+	secE	LCEDHOCC_00648_gene
contig_79	CDS	275	553	+	secE	LCEDHOCC_00648
contig_79	gene	555	1091	+	nusG	LCEDHOCC_00649_gene
contig_79	CDS	555	1091	+	nusG	LCEDHOCC_00649
contig_79	gene	1192	1626	+	rplK	LCEDHOCC_00650_gene
contig_79	CDS	1192	1626	+	rplK	LCEDHOCC_00650
contig_79	gene	1626	2321	+	rplA	LCEDHOCC_00651_gene
contig_79	CDS	1626	2321	+	rplA	LCEDHOCC_00651
contig_79	gene	2551	3051	+	rplJ	LCEDHOCC_00652_gene
contig_79	CDS	2551	3051	+	rplJ	LCEDHOCC_00652
contig_79	gene	3109	3480	+	rplL	LCEDHOCC_00653_gene
contig_79	CDS	3109	3480	+	rplL	LCEDHOCC_00653
contig_79	gene	3751	4158	-	-	LCEDHOCC_00654_gene
contig_79	CDS	3751	4158	-	-	LCEDHOCC_00654
contig_79	gene	4381	5091	-	-	LCEDHOCC_00655_gene
contig_79	CDS	4381	5091	-	-	LCEDHOCC_00655
contig_80	gene	164	2269	-	fusA	LCEDHOCC_00656_gene
contig_80	CDS	164	2269	-	fusA	LCEDHOCC_00656
contig_80	gene	2288	2758	-	rpsG	LCEDHOCC_00657_gene
contig_80	CDS	2288	2758	-	rpsG	LCEDHOCC_00657
contig_80	gene	2876	3247	-	rpsL	LCEDHOCC_00658_gene
contig_80	CDS	2876	3247	-	rpsL	LCEDHOCC_00658
contig_80	gene	3505	5583	-	rpoC	LCEDHOCC_00659_gene
contig_80	CDS	3505	5583	-	rpoC	LCEDHOCC_00659
contig_81	gene	209	454	-	-	LCEDHOCC_00660_gene
contig_81	CDS	209	454	-	-	LCEDHOCC_00660
contig_81	gene	566	994	+	-	LCEDHOCC_00661_gene
contig_81	CDS	566	994	+	-	LCEDHOCC_00661
contig_81	gene	1006	1482	+	-	LCEDHOCC_00662_gene
contig_81	CDS	1006	1482	+	-	LCEDHOCC_00662
contig_81	gene	1832	2320	-	folA	LCEDHOCC_00663_gene
contig_81	CDS	1832	2320	-	folA	LCEDHOCC_00663
contig_81	gene	2388	3443	-	aroG	LCEDHOCC_00664_gene
contig_81	CDS	2388	3443	-	aroG	LCEDHOCC_00664
contig_81	gene	4059	4367	+	-	LCEDHOCC_00665_gene
contig_81	CDS	4059	4367	+	-	LCEDHOCC_00665
contig_81	gene	4742	5029	+	-	LCEDHOCC_00666_gene
contig_81	CDS	4742	5029	+	-	LCEDHOCC_00666
contig_81	gene	5008	5382	+	-	LCEDHOCC_00667_gene
contig_81	CDS	5008	5382	+	-	LCEDHOCC_00667
contig_82	gene	221	1135	-	-	LCEDHOCC_00668_gene
contig_82	CDS	221	1135	-	-	LCEDHOCC_00668
contig_82	gene	1212	2087	-	mntC_1	LCEDHOCC_00669_gene
contig_82	CDS	1212	2087	-	mntC_1	LCEDHOCC_00669
contig_82	gene	2122	2877	-	scaC_1	LCEDHOCC_00670_gene
contig_82	CDS	2122	2877	-	scaC_1	LCEDHOCC_00670
contig_82	gene	3169	3534	-	rplS_1	LCEDHOCC_00671_gene
contig_82	CDS	3169	3534	-	rplS_1	LCEDHOCC_00671
contig_82	gene	3550	4299	-	trmD	LCEDHOCC_00672_gene
contig_82	CDS	3550	4299	-	trmD	LCEDHOCC_00672
contig_82	gene	4299	4808	-	rimM	LCEDHOCC_00673_gene
contig_82	CDS	4299	4808	-	rimM	LCEDHOCC_00673
contig_82	gene	4824	5069	-	rpsP	LCEDHOCC_00674_gene
contig_82	CDS	4824	5069	-	rpsP	LCEDHOCC_00674
contig_82	gene	5114	5542	-	-	LCEDHOCC_00675_gene
contig_82	CDS	5114	5542	-	-	LCEDHOCC_00675
contig_83	gene	241	1875	-	pyrG	LCEDHOCC_00676_gene
contig_83	CDS	241	1875	-	pyrG	LCEDHOCC_00676
contig_83	gene	1987	3657	-	fadD_1	LCEDHOCC_00677_gene
contig_83	CDS	1987	3657	-	fadD_1	LCEDHOCC_00677
contig_83	gene	3728	4831	-	mnmA_1	LCEDHOCC_00678_gene
contig_83	CDS	3728	4831	-	mnmA_1	LCEDHOCC_00678
contig_83	gene	4957	5430	-	-	LCEDHOCC_00679_gene
contig_83	CDS	4957	5430	-	-	LCEDHOCC_00679
contig_84	gene	692	1915	-	-	LCEDHOCC_00680_gene
contig_84	CDS	692	1915	-	-	LCEDHOCC_00680
contig_84	gene	2305	3747	+	tldD	LCEDHOCC_00681_gene
contig_84	CDS	2305	3747	+	tldD	LCEDHOCC_00681
contig_84	gene	3812	4273	+	-	LCEDHOCC_00682_gene
contig_84	CDS	3812	4273	+	-	LCEDHOCC_00682
contig_84	gene	4263	5084	+	prmC	LCEDHOCC_00683_gene
contig_84	CDS	4263	5084	+	prmC	LCEDHOCC_00683
contig_85	gene	4	414	+	-	LCEDHOCC_00684_gene
contig_85	CDS	4	414	+	-	LCEDHOCC_00684
contig_85	gene	678	1943	+	efeB	LCEDHOCC_00685_gene
contig_85	CDS	678	1943	+	efeB	LCEDHOCC_00685
contig_85	gene	2015	2344	-	-	LCEDHOCC_00686_gene
contig_85	CDS	2015	2344	-	-	LCEDHOCC_00686
contig_85	gene	2419	3789	-	glmU_1	LCEDHOCC_00687_gene
contig_85	CDS	2419	3789	-	glmU_1	LCEDHOCC_00687
contig_85	gene	3844	4116	-	-	LCEDHOCC_00688_gene
contig_85	CDS	3844	4116	-	-	LCEDHOCC_00688
contig_85	gene	4109	4822	-	gph_1	LCEDHOCC_00689_gene
contig_85	CDS	4109	4822	-	gph_1	LCEDHOCC_00689
contig_86	gene	284	2461	+	-	LCEDHOCC_00690_gene
contig_86	CDS	284	2461	+	-	LCEDHOCC_00690
contig_86	gene	2458	5289	+	lbpA_1	LCEDHOCC_00691_gene
contig_86	CDS	2458	5289	+	lbpA_1	LCEDHOCC_00691
contig_87	gene	30	620	+	-	LCEDHOCC_00692_gene
contig_87	CDS	30	620	+	-	LCEDHOCC_00692
contig_87	gene	949	1428	-	lptE_1	LCEDHOCC_00693_gene
contig_87	CDS	949	1428	-	lptE_1	LCEDHOCC_00693
contig_87	gene	1480	2259	-	yfiH_1	LCEDHOCC_00694_gene
contig_87	CDS	1480	2259	-	yfiH_1	LCEDHOCC_00694
contig_87	gene	2550	2741	+	-	LCEDHOCC_00695_gene
contig_87	CDS	2550	2741	+	-	LCEDHOCC_00695
contig_87	gene	2819	3766	+	panS	LCEDHOCC_00696_gene
contig_87	CDS	2819	3766	+	panS	LCEDHOCC_00696
contig_87	gene	3919	5097	-	-	LCEDHOCC_00697_gene
contig_87	CDS	3919	5097	-	-	LCEDHOCC_00697
contig_87	gene	5210	5347	-	-	LCEDHOCC_00698_gene
contig_87	CDS	5210	5347	-	-	LCEDHOCC_00698
contig_88	gene	93	1925	+	-	LCEDHOCC_00699_gene
contig_88	CDS	93	1925	+	-	LCEDHOCC_00699
contig_88	gene	1958	3049	-	-	LCEDHOCC_00700_gene
contig_88	CDS	1958	3049	-	-	LCEDHOCC_00700
contig_88	gene	3065	3709	-	-	LCEDHOCC_00701_gene
contig_88	CDS	3065	3709	-	-	LCEDHOCC_00701
contig_88	gene	3790	4038	-	-	LCEDHOCC_00702_gene
contig_88	CDS	3790	4038	-	-	LCEDHOCC_00702
contig_88	gene	4066	4278	+	-	LCEDHOCC_00703_gene
contig_88	CDS	4066	4278	+	-	LCEDHOCC_00703
contig_88	gene	4820	5269	-	-	LCEDHOCC_00704_gene
contig_88	CDS	4820	5269	-	-	LCEDHOCC_00704
contig_89	gene	68	301	-	-	LCEDHOCC_00705_gene
contig_89	CDS	68	301	-	-	LCEDHOCC_00705
contig_89	gene	301	1239	-	potA	LCEDHOCC_00706_gene
contig_89	CDS	301	1239	-	potA	LCEDHOCC_00706
contig_89	gene	1248	2123	-	-	LCEDHOCC_00707_gene
contig_89	CDS	1248	2123	-	-	LCEDHOCC_00707
contig_89	gene	2305	2381	-	-	LCEDHOCC_00708_gene
contig_89	tRNA	2305	2381	-	-	LCEDHOCC_00708
contig_89	gene	2723	4624	+	thiC	LCEDHOCC_00709_gene
contig_89	CDS	2723	4624	+	thiC	LCEDHOCC_00709
contig_90	gene	16	783	+	-	LCEDHOCC_00710_gene
contig_90	CDS	16	783	+	-	LCEDHOCC_00710
contig_90	gene	1093	2481	+	rhlE_2	LCEDHOCC_00711_gene
contig_90	CDS	1093	2481	+	rhlE_2	LCEDHOCC_00711
contig_90	gene	2969	3523	-	-	LCEDHOCC_00712_gene
contig_90	CDS	2969	3523	-	-	LCEDHOCC_00712
contig_90	gene	3608	4108	-	-	LCEDHOCC_00713_gene
contig_90	CDS	3608	4108	-	-	LCEDHOCC_00713
contig_90	gene	4674	5204	-	-	LCEDHOCC_00714_gene
contig_90	CDS	4674	5204	-	-	LCEDHOCC_00714
contig_91	gene	300	1736	-	-	LCEDHOCC_00715_gene
contig_91	CDS	300	1736	-	-	LCEDHOCC_00715
contig_91	gene	1885	3264	-	mdtK	LCEDHOCC_00716_gene
contig_91	CDS	1885	3264	-	mdtK	LCEDHOCC_00716
contig_91	gene	3599	4750	+	hisZ	LCEDHOCC_00717_gene
contig_91	CDS	3599	4750	+	hisZ	LCEDHOCC_00717
contig_91	gene	4830	5189	-	-	LCEDHOCC_00718_gene
contig_91	CDS	4830	5189	-	-	LCEDHOCC_00718
contig_92	gene	363	539	+	-	LCEDHOCC_00719_gene
contig_92	CDS	363	539	+	-	LCEDHOCC_00719
contig_92	gene	570	1568	+	ilvK	LCEDHOCC_00720_gene
contig_92	CDS	570	1568	+	ilvK	LCEDHOCC_00720
contig_92	gene	1813	2598	-	fabI	LCEDHOCC_00721_gene
contig_92	CDS	1813	2598	-	fabI	LCEDHOCC_00721
contig_92	gene	2753	3574	-	dapD	LCEDHOCC_00722_gene
contig_92	CDS	2753	3574	-	dapD	LCEDHOCC_00722
contig_92	gene	3784	5208	-	pgi_2	LCEDHOCC_00723_gene
contig_92	CDS	3784	5208	-	pgi_2	LCEDHOCC_00723
contig_93	gene	1101	3017	-	-	LCEDHOCC_00724_gene
contig_93	CDS	1101	3017	-	-	LCEDHOCC_00724
contig_93	gene	3221	4165	-	truB	LCEDHOCC_00725_gene
contig_93	CDS	3221	4165	-	truB	LCEDHOCC_00725
contig_93	gene	4177	4548	-	rbfA	LCEDHOCC_00726_gene
